CORRECT LIST
['11982', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'O형', '1954****', '*************', '*************', 'naver.com', '불교', '147.220.161.249', '39:ac:a2:c4:c8:72']
['1287', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1972****', '*************', '*************', 'gmail.com', '무교', '40.129.46.240', '30:43:1c:0e:47:2b']
['19349', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1972****', '*************', '*************', 'gmail.com', '무교', '153.151.88.240', 'c4:a6:7d:a0:a8:04']
['38258', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1972****', '*************', '*************', 'gmail.com', '무교', '209.174.129.191', '15:23:44:6d:70:b1']
['12079', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1972****', '*************', '*************', 'naver.com', '무교', '110.39.193.122', '2c:33:7e:4a:1a:2f']
['1005', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1972****', '*************', '*************', 'daum.net', '무교', '193.45.167.167', '7c:f3:6c:59:1f:1e']
['14284', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1972****', '*************', '*************', 'yahoo.com', '무교', '52.26.119.75', 'bc:3b:42:41:eb:e8']
['38823', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1972****', '*************', '*************', 'gmail.com', '무교', '195.5.218.239', '26:c7:c1:d6:c0:ad']
['20686', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1973****', '*************', '*************', 'yahoo.com', '불교', '167.254.214.117', '33:1d:b1:0a:86:b5']
['27177', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1973****', '*************', '*************', 'naver.com', '불교', '139.205.72.36', '91:c2:e5:6a:45:de']
['5668', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1973****', '*************', '*************', 'gmail.com', '무교', '80.130.252.180', 'aa:66:9a:74:b8:d8']
['13809', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1973****', '*************', '*************', 'daum.net', '불교', '72.134.26.89', 'a2:b2:5e:30:1f:9a']
['37327', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1973****', '*************', '*************', 'naver.com', '무교', '55.125.67.36', 'b4:60:57:78:b3:3a']
['39602', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1973****', '*************', '*************', 'daum.net', '불교', '180.156.127.232', 'fc:3d:3e:58:4e:d9']
['10732', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1973****', '*************', '*************', 'daum.net', '불교', '43.247.52.159', '03:15:99:db:db:d4']
['30187', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1973****', '*************', '*************', 'daum.net', '기독교', '122.254.180.174', 'dc:b3:06:83:00:90']
['108', '최**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1973****', '*************', '*************', 'naver.com', '무교', '90.145.105.180', '74:1a:07:27:81:2f']
['24740', '김**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'A형', '1974****', '*************', '*************', 'naver.com', '불교', '255.97.75.196', '72:de:b2:a6:fd:5e']
['39883', '김**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'O형', '1974****', '*************', '*************', 'daum.net', '불교', '37.3.137.89', '61:40:81:d5:c9:c0']
['10308', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1974****', '*************', '*************', 'naver.com', '무교', '35.128.214.138', 'd4:3f:dc:95:4d:de']
['7218', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1974****', '*************', '*************', 'daum.net', '기독교', '146.78.182.191', '5a:5c:46:2c:5b:21']
['2586', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1975****', '*************', '*************', 'yahoo.com', '무교', '73.95.86.131', '5c:11:97:be:76:b1']
['25482', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1975****', '*************', '*************', 'yahoo.com', '무교', '92.215.10.162', 'c9:74:ff:81:13:05']
['24408', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1975****', '*************', '*************', 'naver.com', '불교', '178.201.21.226', 'ca:06:7a:1f:79:2a']
['31315', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1975****', '*************', '*************', 'naver.com', '무교', '224.154.117.203', '3b:c2:f6:cf:19:a3']
['33725', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1975****', '*************', '*************', 'naver.com', '기독교', '24.239.13.250', 'c5:e7:bc:6b:08:06']
['7400', '이**', '여성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1975****', '*************', '*************', 'daum.net', '불교', '192.74.174.56', '8b:9d:aa:89:2b:6a']
['25421', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1976****', '*************', '*************', 'daum.net', '무교', '220.216.241.87', 'd5:e9:01:c7:17:e6']
['27678', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1976****', '*************', '*************', 'naver.com', '불교', '191.95.23.144', '5b:a6:7d:2c:50:84']
['24731', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1976****', '*************', '*************', 'yahoo.com', '불교', '85.73.184.95', '01:e5:de:10:35:08']
['12855', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1976****', '*************', '*************', 'yahoo.com', '무교', '139.247.176.183', '20:4a:06:56:8d:d3']
['2549', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1976****', '*************', '*************', 'gmail.com', '무교', '215.173.154.137', '17:b8:11:74:48:0d']
['18184', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1976****', '*************', '*************', 'yahoo.com', '무교', '171.75.142.189', '2e:97:13:d1:9e:ac']
['24238', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1976****', '*************', '*************', 'yahoo.com', '무교', '225.23.171.109', '41:68:db:29:04:d4']
['5141', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1976****', '*************', '*************', 'gmail.com', '무교', '63.156.235.215', '97:2f:49:7c:76:a6']
['3226', '김**', '여성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1977****', '*************', '*************', 'gmail.com', '무교', '194.164.99.137', 'ab:ed:e0:ed:c0:f1']
['32285', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1977****', '*************', '*************', 'naver.com', '무교', '42.176.28.221', 'c4:02:f4:bc:10:ce']
['38190', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1977****', '*************', '*************', 'gmail.com', '무교', '220.121.104.82', '51:78:30:f3:8b:ad']
['19877', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1977****', '*************', '*************', 'naver.com', '무교', '216.255.4.133', '9c:e0:a9:4d:ca:cb']
['30654', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1977****', '*************', '*************', 'naver.com', '불교', '231.135.29.239', '35:fe:6e:1a:7c:8c']
['16250', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1977****', '*************', '*************', 'yahoo.com', '무교', '56.14.84.101', '61:0a:3b:dc:63:8f']
['19924', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1977****', '*************', '*************', 'gmail.com', '불교', '222.228.81.234', '45:b6:2f:72:56:12']
['11310', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1978****', '*************', '*************', 'daum.net', '무교', '16.163.79.57', '85:6f:f8:2d:93:ff']
['22488', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1978****', '*************', '*************', 'yahoo.com', '무교', '40.108.39.128', '9e:de:d1:b6:33:ff']
['31921', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1978****', '*************', '*************', 'gmail.com', '기독교', '96.33.208.255', '00:0d:88:17:2f:98']
['3006', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1978****', '*************', '*************', 'daum.net', '무교', '227.8.78.49', 'e9:3a:b0:ea:1c:0d']
['3984', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1978****', '*************', '*************', 'gmail.com', '무교', '31.28.36.252', '2d:14:cb:a6:77:51']
['20517', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1978****', '*************', '*************', 'gmail.com', '무교', '170.101.63.191', 'bd:a0:32:95:6a:3c']
['17359', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1978****', '*************', '*************', 'gmail.com', '무교', '254.189.136.179', '1d:00:59:87:f4:10']
['36247', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1979****', '*************', '*************', 'naver.com', '불교', '19.199.8.53', '40:3d:47:aa:d8:ad']
['11025', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1979****', '*************', '*************', 'yahoo.com', '불교', '11.103.92.69', '5a:37:4a:e1:b5:7c']
['14340', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1979****', '*************', '*************', 'daum.net', '기독교', '62.99.72.3', 'af:e8:db:77:b0:f4']
['33245', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1979****', '*************', '*************', 'gmail.com', '무교', '33.220.39.207', 'd7:4f:c4:99:52:79']
['7614', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1979****', '*************', '*************', 'yahoo.com', '기독교', '102.131.93.149', 'f9:82:23:4c:db:95']
['22930', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1979****', '*************', '*************', 'daum.net', '불교', '57.17.82.223', 'dc:1f:46:25:ae:38']
['24300', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1979****', '*************', '*************', 'daum.net', '천주교', '81.69.35.62', 'c7:6d:31:18:a7:d4']
['20334', '김**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'O형', '1980****', '*************', '*************', 'daum.net', '무교', '241.126.2.245', '80:e3:f0:a6:84:d0']
['27179', '김**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'B형', '1980****', '*************', '*************', 'yahoo.com', '무교', '199.48.198.1', 'c5:bd:98:b0:23:40']
['37654', '김**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'O형', '1980****', '*************', '*************', 'yahoo.com', '기독교', '178.30.173.5', 'e4:0e:81:4b:9c:b6']
['2125', '김**', '여성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1980****', '*************', '*************', 'naver.com', '불교', '223.178.30.150', '48:17:93:d2:bb:ad']
['11368', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1980****', '*************', '*************', 'daum.net', '기독교', '151.154.47.35', 'd3:b5:4e:dc:77:29']
['20829', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1980****', '*************', '*************', 'naver.com', '무교', '36.22.254.197', '32:c9:4c:04:14:82']
['31230', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1980****', '*************', '*************', 'yahoo.com', '무교', '249.38.119.23', '01:04:db:fc:87:fa']
['14053', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1980****', '*************', '*************', 'gmail.com', '기독교', '146.8.156.155', 'c1:46:72:0f:5f:3e']
['29694', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1980****', '*************', '*************', 'daum.net', '천주교', '157.170.111.58', '9e:78:c1:49:d8:ea']
['13640', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1980****', '*************', '*************', 'naver.com', '무교', '69.166.49.76', 'd9:56:4e:34:30:b3']
['18084', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1981****', '*************', '*************', 'gmail.com', '천주교', '226.249.56.244', '60:1f:1b:b2:8a:d4']
['28881', '김**', '여성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1981****', '*************', '*************', 'gmail.com', '기독교', '122.167.207.179', '2b:fc:0f:28:59:0f']
['38874', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1981****', '*************', '*************', 'daum.net', '기독교', '204.91.121.148', '64:4b:14:fe:01:15']
['7469', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1981****', '*************', '*************', 'daum.net', '무교', '131.148.158.73', '44:5b:db:50:d4:40']
['13727', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1981****', '*************', '*************', 'daum.net', '기독교', '90.85.222.94', 'd9:16:9f:37:cf:5d']
['34219', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1981****', '*************', '*************', 'gmail.com', '무교', '151.189.237.92', 'd3:fc:20:c4:45:dc']
['11693', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1982****', '*************', '*************', 'yahoo.com', '무교', '94.94.100.146', 'c3:d2:b8:3b:a1:03']
['36869', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1982****', '*************', '*************', 'yahoo.com', '기독교', '58.132.146.105', '2e:19:cd:a4:a3:01']
['3085', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1982****', '*************', '*************', 'daum.net', '무교', '240.1.230.158', '17:53:e9:b7:59:6a']
['7476', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1982****', '*************', '*************', 'yahoo.com', '불교', '28.3.108.250', '5c:e3:45:8f:70:3f']
['24285', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1982****', '*************', '*************', 'yahoo.com', '무교', '147.71.116.208', 'd0:3b:5f:a1:93:92']
['757', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1982****', '*************', '*************', 'yahoo.com', '기독교', '180.198.49.74', 'c9:93:88:0f:84:43']
['36238', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1982****', '*************', '*************', 'gmail.com', '무교', '185.56.183.49', '8d:37:e6:3e:b0:d8']
['5941', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1982****', '*************', '*************', 'gmail.com', '무교', '162.20.16.102', 'e8:93:75:0e:ec:03']
['6147', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1983****', '*************', '*************', 'daum.net', '불교', '8.172.63.171', 'a1:b7:19:5f:6c:70']
['24462', '김**', '여성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1983****', '*************', '*************', 'daum.net', '불교', '151.196.29.239', 'af:c2:ef:ad:bd:93']
['28695', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1983****', '*************', '*************', 'yahoo.com', '무교', '65.46.116.197', '59:7d:b4:ab:dd:8e']
['34313', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1983****', '*************', '*************', 'naver.com', '무교', '177.174.161.224', 'fd:09:d6:5d:a3:28']
['30056', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1983****', '*************', '*************', 'gmail.com', '불교', '177.92.98.135', '17:f3:78:66:0c:fc']
['31602', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1983****', '*************', '*************', 'daum.net', '불교', '26.36.243.126', 'f5:64:5c:80:c1:59']
['15672', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1983****', '*************', '*************', 'yahoo.com', '기독교', '2.35.254.113', 'e4:87:15:58:5f:97']
['31387', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1983****', '*************', '*************', 'gmail.com', '기독교', '177.8.108.103', '89:6d:3e:43:ab:9c']
['23304', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1984****', '*************', '*************', 'naver.com', '무교', '63.246.74.125', '1f:a7:70:77:8e:d7']
['26026', '김**', '여성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1984****', '*************', '*************', 'gmail.com', '무교', '174.100.247.50', '41:5a:01:9f:a0:23']
['34838', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1984****', '*************', '*************', 'yahoo.com', '기독교', '169.212.136.255', 'ac:ea:e9:6b:83:f4']
['36118', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1984****', '*************', '*************', 'gmail.com', '무교', '149.227.248.84', '37:67:0c:8e:41:16']
['20926', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1984****', '*************', '*************', 'yahoo.com', '무교', '100.25.52.219', '1e:c0:59:52:15:60']
['27719', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1984****', '*************', '*************', 'naver.com', '무교', '66.144.18.16', 'e6:30:94:43:01:85']
['27942', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1984****', '*************', '*************', 'gmail.com', '불교', '206.8.70.241', 'b3:e4:b3:4d:44:a0']
['26226', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1984****', '*************', '*************', 'yahoo.com', '천주교', '80.235.60.245', '9d:62:82:11:49:73']
['24706', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1985****', '*************', '*************', 'naver.com', '불교', '71.81.246.162', 'c8:41:d9:b8:64:06']
['323', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1985****', '*************', '*************', 'naver.com', '불교', '154.32.201.23', '18:db:53:f9:17:72']
['2173', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1985****', '*************', '*************', 'yahoo.com', '기독교', '3.148.28.211', 'e2:2d:e5:c4:db:24']
['5297', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1985****', '*************', '*************', 'yahoo.com', '불교', '233.26.70.77', 'ff:2f:51:5a:22:b2']
['27983', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1985****', '*************', '*************', 'gmail.com', '불교', '105.33.91.246', '9d:a8:4e:68:be:a7']
['25257', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1985****', '*************', '*************', 'gmail.com', '불교', '119.225.144.241', '2d:ba:4d:b7:30:16']
['8360', '김**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'O형', '1986****', '*************', '*************', 'yahoo.com', '무교', '212.35.133.46', '50:b6:5e:ce:9f:ae']
['33958', '김**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'A형', '1986****', '*************', '*************', 'naver.com', '기독교', '122.28.18.85', '3a:21:39:a3:fe:a6']
['7958', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1986****', '*************', '*************', 'naver.com', '무교', '108.175.49.128', '82:9a:b5:09:ce:85']
['8480', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1986****', '*************', '*************', 'yahoo.com', '무교', '54.133.236.109', '95:8e:d3:b9:4b:2f']
['15606', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1986****', '*************', '*************', 'yahoo.com', '무교', '97.55.10.177', '7c:92:97:32:45:8b']
['19144', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1986****', '*************', '*************', 'naver.com', '천주교', '17.119.183.210', 'bd:e9:9b:06:f2:05']
['19473', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1986****', '*************', '*************', 'yahoo.com', '무교', '51.26.181.126', '32:fb:31:ec:bb:06']
['23816', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1986****', '*************', '*************', 'gmail.com', '기독교', '32.83.187.145', '81:1e:dc:9f:ca:a3']
['37634', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1986****', '*************', '*************', 'gmail.com', '무교', '27.15.210.162', '31:4c:df:15:00:5a']
['26633', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1986****', '*************', '*************', 'yahoo.com', '천주교', '194.5.44.109', 'cd:aa:7a:93:c7:3d']
['17966', '황**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1986****', '*************', '*************', 'daum.net', '무교', '53.246.206.65', '26:d6:2f:b8:eb:fc']
['32994', '황**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1986****', '*************', '*************', 'daum.net', '무교', '22.66.224.201', '47:aa:c4:39:0e:7c']
['26661', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1987****', '*************', '*************', 'gmail.com', '무교', '158.237.47.38', 'aa:77:c2:1f:32:92']
['8885', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1987****', '*************', '*************', 'naver.com', '불교', '16.105.228.238', 'd4:16:39:19:59:ac']
['12599', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1987****', '*************', '*************', 'naver.com', '무교', '148.172.66.253', 'c6:f0:54:bf:9b:14']
['26615', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1987****', '*************', '*************', 'yahoo.com', '무교', '199.184.231.56', 'c8:5b:e7:03:8a:87']
['13797', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1987****', '*************', '*************', 'yahoo.com', '무교', '119.233.174.147', '8e:75:78:88:46:c4']
['30976', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1987****', '*************', '*************', 'yahoo.com', '무교', '106.142.194.204', 'fb:fe:5c:50:e2:a9']
['6357', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1987****', '*************', '*************', 'naver.com', '무교', '148.150.33.213', 'bc:00:d5:4c:2c:26']
['22318', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1988****', '*************', '*************', 'naver.com', '불교', '71.39.105.163', '59:09:bd:73:c9:77']
['26090', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1988****', '*************', '*************', 'yahoo.com', '불교', '230.147.136.160', '42:11:28:97:c7:6c']
['23847', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1988****', '*************', '*************', 'naver.com', '무교', '174.36.203.86', '7b:69:53:47:d2:ae']
['19509', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1988****', '*************', '*************', 'yahoo.com', '무교', '188.224.41.135', 'a4:44:03:96:bd:4b']
['32075', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1988****', '*************', '*************', 'daum.net', '기독교', '37.130.159.162', '4c:f4:68:b0:de:d9']
['32742', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1988****', '*************', '*************', 'yahoo.com', '무교', '44.164.97.99', 'ed:9b:d3:4a:cc:3d']
['15506', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1989****', '*************', '*************', 'daum.net', '천주교', '4.246.138.66', 'ec:dc:e4:75:ad:82']
['15645', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1989****', '*************', '*************', 'yahoo.com', '기독교', '139.222.138.136', 'ac:fb:11:f0:6d:0a']
['29111', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1989****', '*************', '*************', 'daum.net', '기독교', '150.54.100.179', '51:67:d3:41:a3:fb']
['36333', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1989****', '*************', '*************', 'gmail.com', '불교', '203.66.52.69', 'ed:52:f1:c3:fb:52']
['36166', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1989****', '*************', '*************', 'daum.net', '무교', '132.207.103.92', 'f7:32:19:bd:69:5f']
['12338', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1989****', '*************', '*************', 'naver.com', '기독교', '38.215.250.56', '0d:5e:62:14:53:96']
['14163', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1990****', '*************', '*************', 'yahoo.com', '천주교', '254.119.85.81', '06:62:98:b4:0f:42']
['1368', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1990****', '*************', '*************', 'yahoo.com', '천주교', '161.235.93.232', 'c5:0d:76:ff:31:a8']
['6476', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1990****', '*************', '*************', 'naver.com', '무교', '140.202.195.119', 'd9:11:8a:f4:81:24']
['20697', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1990****', '*************', '*************', 'daum.net', '무교', '203.196.163.228', 'bb:9b:99:f1:8e:9c']
['31262', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1990****', '*************', '*************', 'yahoo.com', '무교', '35.116.150.42', 'bc:88:10:e0:60:e3']
['901', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1991****', '*************', '*************', 'gmail.com', '무교', '3.25.197.146', '9c:3f:0d:69:18:99']
['2473', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1991****', '*************', '*************', 'naver.com', '기독교', '27.81.175.199', '6e:ea:fc:33:f8:c9']
['12457', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1991****', '*************', '*************', 'gmail.com', '무교', '5.51.123.168', '55:aa:24:7b:50:82']
['18636', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1991****', '*************', '*************', 'naver.com', '무교', '156.231.251.37', '19:df:4a:80:69:17']
['6624', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1991****', '*************', '*************', 'yahoo.com', '무교', '210.182.101.159', 'db:ff:6a:09:dc:7c']
['37186', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1991****', '*************', '*************', 'yahoo.com', '기독교', '104.5.158.201', 'c7:91:67:3c:cd:4d']
['39667', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1991****', '*************', '*************', 'daum.net', '불교', '111.16.57.113', 'd7:1c:67:2f:a7:cf']
['5406', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1992****', '*************', '*************', 'naver.com', '기독교', '24.98.137.106', 'e7:04:61:d5:2b:7a']
['35009', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1992****', '*************', '*************', 'gmail.com', '무교', '114.12.207.15', '1b:d8:f1:d0:eb:fb']
['27158', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1992****', '*************', '*************', 'daum.net', '기독교', '89.252.24.224', 'f4:e7:90:0b:2d:06']
['36773', '김**', '남성', '[150.0, 160.0[', '[60.0, 70.0[', 'B형', '1993****', '*************', '*************', 'naver.com', '무교', '14.158.136.57', '7f:53:a4:59:e9:18']
['38415', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1993****', '*************', '*************', 'gmail.com', '무교', '195.209.34.82', 'c8:cd:99:d0:e2:e9']
