['1', '***', '남성', '160.0~170.0', '60.0~70.0', 'B형', '1995******', '*********', '*************', 'naver.com', '무교']
=> ['65', '류영정', '남성', '173.9', '68.1', 'A형', '1988-11-07', '2821-2983', 'fwbagm2u', 'daum.net', '천주교']: 1.0995
=> ['885', '김용현', '남성', '173.3', '68.3', 'A형', '1985-07-06', '9109-5951', 'rjjtsitxlz', 'daum.net', '천주교']: 1.098

['66', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '무교']
=> ['1', '김종종', '남성', '168.1', '65.4', 'B형', '1995-12-17', '6075-7114', 'x6yis5', 'naver.com', '무교']: 0.7249

['67', '***', '남성', '160.0~170.0', '60.0~70.0', 'A형', '1950******', '*********', '*************', 'naver.com', '불교']
=> ['67', '우지준', '남성', '167.3', '68.1', 'A형', '1950-08-21', '7020-5005', 'bvuuxrht', 'naver.com', '불교']: 1.286
=> ['966', '황남정', '남성', '166.9', '69.3', 'A형', '1959-03-03', '0730-2323', 'k6ke3f9', 'naver.com', '불교']: 1.2846

['68', '***', '여성', '150.0~160.0', '50.0~60.0', 'B형', '1979******', '*********', '*************', 'gmail.com', '기독교']
=> ['539', '이영지', '여성', '154.8', '55.0', 'B형', '1972-12-31', '2219-4034', 'w2x0ag', 'gmail.com', '기독교']: 1.1662
=> ['68', '이택남', '여성', '158.8', '59.4', 'B형', '1979-02-02', '1683-3738', 'ii0d0nwjz76nk', 'gmail.com', '기독교']: 1.1677

['69', '***', '여성', '150.0~160.0', '50.0~60.0', 'A형', '1984******', '*********', '*************', 'naver.com', '불교']
=> ['69', '이덕훈', '여성', '159.0', '55.4', 'A형', '1984-12-13', '7306-3507', 'ygwjxhfgcd', 'naver.com', '불교']: 1.2751
=> ['56', '유지희', '여성', '151.9', '56.3', 'A형', '1974-09-12', '4987-9336', 'xd1aqb', 'naver.com', '불교']: 1.2732

['70', '***', '남성', '170.0~180.0', '60.0~70.0', 'A형', '1964******', '*********', '*************', 'gmail.com', '기독교']
=> ['236', '김상지', '남성', '171.9', '67.3', 'A형', '1965-01-07', '8363-2439', 'bdosf6', 'gmail.com', '기독교']: 1.243
=> ['70', '장진상', '남성', '173.9', '65.9', 'A형', '1964-02-17', '3860-6510', 'tyfo0mi05b', 'gmail.com', '기독교']: 1.2444

['71', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '무교']
=> ['5', '최준훈', '남성', '162.8', '71.2', 'B형', '1986-03-20', '4565-1683', 'ij4xu1k561', 'gmail.com', '무교']: 0.7231

['72', '***', '여성', '150.0~160.0', '50.0~60.0', 'O형', '1963******', '*********', '*************', 'yahoo.com', '기독교']
=> ['296', '김준영', '여성', '159.0', '55.4', 'O형', '1969-02-06', '8763-4220', 'afnpxyir', 'yahoo.com', '기독교']: 1.1879
=> ['72', '이희택', '여성', '155.7', '53.4', 'O형', '1963-07-30', '5632-2538', 'yblc84sehc', 'yahoo.com', '기독교']: 1.1895

['73', '***', '남성', '170.0~180.0', '60.0~70.0', 'O형', '1973******', '*********', '*************', 'naver.com', '기독교']
=> ['73', '손종진', '남성', '170.3', '64.0', 'O형', '1973-07-09', '8667-2933', 'f5jmq0zsc', 'naver.com', '기독교']: 1.1918
=> ['485', '임정희', '남성', '174.7', '68.4', 'O형', '1979-06-21', '8495-5070', 'ydbsajcp', 'naver.com', '기독교']: 1.1901

['74', '***', '여성', '150.0~160.0', '50.0~60.0', 'B형', '1957******', '*********', '*************', 'yahoo.com', '기독교']
=> ['74', '이상지', '여성', '151.0', '57.3', 'B형', '1957-02-18', '2826-2710', 'xacmcl9u9', 'yahoo.com', '기독교']: 1.1744
=> ['1886', '이훈택', '여성', '156.9', '50.7', 'B형', '1967-03-05', '0270-2582', 'zcmaa2swp', 'yahoo.com', '기독교']: 1.1728

['75', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '무교']
=> ['1', '김종종', '남성', '168.1', '65.4', 'B형', '1995-12-17', '6075-7114', 'x6yis5', 'naver.com', '무교']: 0.7249

['76', '***', '남성', '160.0~170.0', '60.0~70.0', 'A형', '1984******', '*********', '*************', 'naver.com', '불교']
=> ['553', '최영영', '남성', '169.0', '61.4', 'A형', '1964-02-09', '1208-9031', 'ss291ia0fcp', 'naver.com', '불교']: 1.2864
=> ['76', '주용준', '남성', '166.7', '64.6', 'A형', '1984-11-25', '8176-5989', 'j269du3o46', 'naver.com', '불교']: 1.2884

['77', '***', '남성', '170.0~180.0', '60.0~70.0', 'A형', '1984******', '*********', '*************', 'naver.com', '무교']
=> ['1585', '김석남', '남성', '170.0', '63.0', 'A형', '1988-05-11', '0108-2944', 'fy218o', 'naver.com', '무교']: 1.509
=> ['77', '박은영', '남성', '179.0', '67.6', 'A형', '1984-08-17', '1694-2877', 'fsudq2', 'naver.com', '무교']: 1.511

['78', '***', '남성', '170.0~180.0', '60.0~70.0', 'O형', '1990******', '*********', '*************', 'yahoo.com', '무교']
=> ['78', '홍지정', '남성', '173.9', '64.1', 'O형', '1990-05-30', '9519-7040', 'p7nyv5w', 'yahoo.com', '무교']: 1.4587
=> ['935', '이진진', '남성', '173.1', '66.4', 'O형', '1992-11-14', '7277-7681', 'cq5stf9n07cnr', 'yahoo.com', '무교']: 1.457

['79', '***', '여성', '150.0~160.0', '50.0~60.0', 'A형', '1991******', '*********', '*************', 'yahoo.com', '기독교']
=> ['836', '곽성서', '여성', '150.8', '57.1', 'A형', '1994-01-23', '3472-6394', 'kaqh5vriyv5', 'yahoo.com', '기독교']: 1.2438
=> ['79', '이준용', '여성', '150.0', '51.1', 'A형', '1991-10-14', '6201-7500', 'vkuqqsj', 'yahoo.com', '기독교']: 1.2456

['80', '***', '남성', '160.0~170.0', '70.0~80.0', 'O형', '1961******', '*********', '*************', 'gmail.com', '기독교']
=> ['715', '박영훈', '남성', '167.8', '71.3', 'O형', '1954-09-23', '4217-4812', 's94kz3fa8', 'gmail.com', '기독교']: 1.1621
=> ['5184', '윤석훈', '남성', '169.3', '70.2', 'O형', '1967-09-08', '0103-5717', 'jkh2az0i992p', 'gmail.com', '기독교']: 1.1638
=> ['1360', '성정서', '남성', '167.8', '65.7', 'O형', '1961-07-15', '7853-2237', 'nu7x80n6a', 'gmail.com', '기독교']: 1.1613
=> ['1019', '강석진', '남성', '167.6', '68.5', 'O형', '1967-06-16', '4482-1997', 'n15x04', 'gmail.com', '기독교']: 1.1596
=> ['80', '정우택', '남성', '163.1', '71.2', 'O형', '1961-08-05', '6272-3035', 'nyte49q6', 'gmail.com', '기독교']: 1.1656

['81', '***', '여성', '160.0~170.0', '50.0~60.0', 'B형', '1961******', '*********', '*************', 'yahoo.com', '불교']
=> ['81', '강협훈', '여성', '165.1', '55.6', 'B형', '1961-06-18', '0969-4859', 'l3de0zne', 'yahoo.com', '불교']: 1.2068
=> ['3344', '이은은', '여성', '163.9', '51.0', 'B형', '1967-10-21', '4869-0243', 'pii087o7', 'yahoo.com', '불교']: 1.2051

['82', '***', '여성', '150.0~160.0', '50.0~60.0', 'A형', '1946******', '*********', '*************', 'daum.net', '무교']
=> ['82', '장훈성', '여성', '152.3', '58.9', 'A형', '1946-12-09', '7752-5468', 'v73p3r8qm', 'daum.net', '무교']: 1.4994

['83', '***', '여성', '150.0~160.0', '41.2~50.0', 'B형', '1975******', '*********', '*************', 'naver.com', '불교']
=> ['1145', '박지석', '여성', '154.2', '49.0', 'B형', '1976-11-17', '2517-7589', 'tg81gz59z', 'naver.com', '불교']: 1.1699
=> ['83', '조상현', '여성', '153.9', '49.3', 'B형', '1975-01-23', '0785-7421', 'qva96c', 'naver.com', '불교']: 1.1718

['84', '***', '여성', '150.0~160.0', '50.0~60.0', 'B형', '1979******', '*********', '*************', 'yahoo.com', '기독교']
=> ['84', '박지우', '여성', '157.4', '57.4', 'B형', '1979-12-08', '5764-9268', 'gopt5wvq5', 'yahoo.com', '기독교']: 1.1738
=> ['1120', '성석종', '여성', '150.0', '53.8', 'B형', '1949-04-09', '0462-9055', 'mqmxlyk4vkhyh', 'yahoo.com', '기독교']: 1.1723

['85', '***', '남성', '160.0~170.0', '60.0~70.0', 'A형', '1971******', '*********', '*************', 'daum.net', '불교']
=> ['85', '권석진', '남성', '164.0', '62.6', 'A형', '1971-04-19', '6569-2194', 'ygm6j9', 'daum.net', '불교']: 1.2818
=> ['416', '김준종', '남성', '167.8', '68.0', 'A형', '1976-06-02', '0035-7644', 'zt397tz4c', 'daum.net', '불교']: 1.2804

['86', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '기독교']
=> ['3', '최종석', '여성', '153.7', '60.0', 'A형', '1967-05-30', '0531-4339', 'uow3y6', 'naver.com', '기독교']: 0.4622

['87', '***', '남성', '160.0~170.0', '60.0~70.0', 'O형', '1988******', '*********', '*************', 'daum.net', '불교']
=> ['2834', '이택상', '남성', '169.5', '69.0', 'O형', '1982-08-03', '8075-9821', 'v77q3t295otl', 'daum.net', '불교']: 1.2253
=> ['87', '이덕택', '남성', '167.6', '64.5', 'O형', '1988-11-28', '5604-3659', 'k8rbiqy', 'daum.net', '불교']: 1.2269

['88', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '무교']
=> ['16', '김덕종', '여성', '155.5', '57.7', 'B형', '1984-03-23', '0573-9019', 'j9aoxo5cf5ke', 'yahoo.com', '무교']: 0.7292

['89', '***', '남성', '170.0~180.0', '70.0~80.0', 'O형', '1987******', '*********', '*************', 'daum.net', '무교']
=> ['89', '안희영', '남성', '177.0', '71.1', 'O형', '1987-05-14', '9046-5440', 'as10p7vne', 'daum.net', '무교']: 1.4188
=> ['2578', '김우은', '남성', '173.5', '73.3', 'O형', '1980-11-20', '1778-2333', 'o9nx3wowq4c', 'daum.net', '무교']: 1.417
=> ['543', '이준종', '남성', '179.1', '71.0', 'O형', '1976-05-22', '7799-7794', 'i8lud78gt', 'daum.net', '무교']: 1.4152

['90', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '불교']
=> ['2', '강훈희', '남성', '174.9', '63.4', 'A형', '1946-10-10', '1715-9263', 'frlfize7ir88', 'yahoo.com', '불교']: 0.4996

['91', '***', '남성', '160.0~170.0', '60.0~70.0', 'B형', '1956******', '*********', '*************', 'naver.com', '무교']
=> ['91', '고훈훈', '남성', '168.3', '66.4', 'B형', '1956-01-01', '2325-3690', 'x118n1jngjax', 'naver.com', '무교']: 1.446

['92', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '무교']
=> ['16', '김덕종', '여성', '155.5', '57.7', 'B형', '1984-03-23', '0573-9019', 'j9aoxo5cf5ke', 'yahoo.com', '무교']: 0.7292

['93', '***', '남성', '170.0~180.0', '60.0~70.0', 'O형', '1951******', '*********', '*************', 'gmail.com', '무교']
=> ['1786', '김희서', '남성', '173.0', '67.6', 'O형', '1954-01-27', '3823-1645', 'c0xjpr8nl', 'gmail.com', '무교']: 1.4512
=> ['93', '이준덕', '남성', '170.7', '69.3', 'O형', '1951-01-21', '8905-7153', 'tluk3d', 'gmail.com', '무교']: 1.453

['94', '***', '남성', '170.0~180.0', '60.0~70.0', 'B형', '1946******', '*********', '*************', 'daum.net', '무교']
=> ['94', '유훈은', '남성', '174.6', '69.9', 'B형', '1946-06-24', '8858-1932', 'u8iagt9yw7in', 'daum.net', '무교']: 1.4349
=> ['608', '최준택', '남성', '173.4', '65.7', 'B형', '1947-03-25', '4057-9808', 'c15ldqd7w3', 'daum.net', '무교']: 1.4332

['95', '***', '여성', '160.0~170.0', '50.0~60.0', 'A형', '1992******', '*********', '*************', 'gmail.com', '무교']
=> ['1659', '정현덕', '여성', '160.8', '59.2', 'A형', '1990-10-20', '7352-4013', 'z74wirsh2', 'gmail.com', '무교']: 1.4987
=> ['95', '조협준', '여성', '165.6', '51.7', 'A형', '1992-04-30', '1210-0156', 'bjerr0w', 'gmail.com', '무교']: 1.5003

['96', '***', '여성', '150.0~160.0', '60.0~70.0', 'O형', '1956******', '*********', '*************', 'daum.net', '기독교']
=> ['922', '김영남', '여성', '158.5', '60.7', 'O형', '1990-05-23', '9896-3028', 'qaw6elzsil', 'daum.net', '기독교']: 1.1793
=> ['9898', '김용용', '여성', '159.5', '60.2', 'O형', '1957-10-18', '1993-4224', 'e1e54a6sknfn', 'daum.net', '기독교']: 1.1809
=> ['96', '김훈진', '여성', '156.5', '63.7', 'O형', '1956-02-09', '1431-9627', 'ivs0ijlxx', 'daum.net', '기독교']: 1.1825

['97', '***', '여성', '160.0~170.0', '50.0~60.0', 'AB형', '1992******', '*********', '*************', 'gmail.com', '불교']
=> ['97', '박남정', '여성', '161.2', '58.5', 'AB형', '1992-01-10', '7041-6044', 'n6et1z34r9e', 'gmail.com', '불교']: 1.0525
=> ['1986', '임지희', '여성', '163.2', '58.7', 'AB형', '1996-06-22', '2142-7328', 'yhcdu2', 'gmail.com', '불교']: 1.0509
=> ['957', '이준훈', '여성', '166.4', '54.1', 'AB형', '1956-11-14', '6922-0644', 'rqfpix7ki1', 'gmail.com', '불교']: 1.0493

['98', '***', '남성', '160.0~170.0', '60.0~70.0', 'AB형', '1969******', '*********', '*************', 'gmail.com', '불교']
=> ['98', '권정우', '남성', '162.5', '67.9', 'AB형', '1969-07-02', '5623-0278', 'tbzf9hr5i', 'gmail.com', '불교']: 1.0664
=> ['1139', '이지준', '남성', '161.5', '68.6', 'AB형', '1964-12-19', '0180-6160', 'eykmu9m', 'gmail.com', '불교']: 1.065

['99', '***', '남성', '160.0~170.0', '60.0~70.0', 'O형', '1972******', '*********', '*************', 'gmail.com', '무교']
=> ['99', '박훈석', '남성', '163.6', '68.3', 'O형', '1972-03-04', '3205-2388', 'rjvz59jupxf', 'gmail.com', '무교']: 1.4596
=> ['508', '김현진', '남성', '165.7', '62.4', 'O형', '1978-09-18', '9020-3718', 'oenpynos6hoym', 'gmail.com', '무교']: 1.458

['100', '***', '여성', '150.0~160.0', '50.0~60.0', 'O형', '1951******', '*********', '*************', 'yahoo.com', '기독교']
=> ['100', '김진준', '여성', '153.2', '54.4', 'O형', '1951-06-27', '5531-1090', 'hnl55ukjcz', 'yahoo.com', '기독교']: 1.1901
=> ['797', '양우남', '여성', '159.2', '58.3', 'O형', '1991-10-06', '4467-5295', 'zodz8558', 'yahoo.com', '기독교']: 1.1884

['101', '***', '여성', '150.0~160.0', '50.0~60.0', 'B형', '1973******', '*********', '*************', 'daum.net', '무교']
=> ['690', '서용정', '여성', '153.3', '54.2', 'B형', '1953-10-06', '9271-6848', 'x84ujw0mrtv1a', 'daum.net', '무교']: 1.4268
=> ['101', '주준영', '여성', '158.0', '58.3', 'B형', '1973-09-14', '8684-4736', 'sl6fnpbp', 'daum.net', '무교']: 1.4285

['102', '***', '남성', '170.0~180.0', '60.0~70.0', 'A형', '1989******', '*********', '*************', 'yahoo.com', '무교']
=> ['57', '김서우', '남성', '177.6', '69.1', 'A형', '1980-02-23', '8499-8929', 'uuawcz4zxu3', 'yahoo.com', '무교']: 1.5122
=> ['102', '황우진', '남성', '171.1', '68.6', 'A형', '1989-05-06', '0700-6845', 'kdsvld', 'yahoo.com', '무교']: 1.5138

['103', '***', '여성', '150.0~160.0', '50.0~60.0', 'A형', '1954******', '*********', '*************', 'yahoo.com', '무교']
=> ['103', '정성상', '여성', '150.5', '50.8', 'A형', '1954-12-13', '3281-1364', 'v39ko7ga', 'yahoo.com', '무교']: 1.5078

['104', '***', '남성', '170.0~180.0', '60.0~70.0', 'O형', '1994******', '*********', '*************', 'naver.com', '불교']
=> ['104', '서상훈', '남성', '178.0', '67.8', 'O형', '1994-06-14', '2877-3550', 'wfcbscrn', 'naver.com', '불교']: 1.2246

['105', '***', '남성', '160.0~170.0', '70.0~80.0', 'B형', '1987******', '*********', '*************', 'daum.net', '무교']
=> ['105', '진지현', '남성', '161.7', '71.2', 'B형', '1987-10-16', '5718-1597', 'vtk991w9pa', 'daum.net', '무교']: 1.4106
=> ['1488', '신영진', '남성', '164.8', '70.4', 'B형', '1988-08-03', '7332-5396', 'iwogmft9u', 'daum.net', '무교']: 1.4087

['106', '***', '남성', '160.0~170.0', '60.0~70.0', 'O형', '1972******', '*********', '*************', 'daum.net', '무교']
=> ['106', '김훈희', '남성', '167.7', '62.6', 'O형', '1972-04-27', '8659-4669', 'xoy9c5822', 'daum.net', '무교']: 1.4569
=> ['1594', '황상우', '남성', '167.2', '69.0', 'O형', '1974-09-02', '8634-7390', 'r9ypjjupu', 'daum.net', '무교']: 1.4553

['107', '***', '여성', '150.0~160.0', '50.0~60.0', 'A형', '1954******', '*********', '*************', 'daum.net', '무교']
=> ['107', '김진정', '여성', '157.9', '56.9', 'A형', '1954-02-03', '6104-7882', 'avliim4t1o', 'daum.net', '무교']: 1.499

['108', '***', '여성', '150.0~160.0', '60.0~70.0', 'B형', '1954******', '*********', '*************', 'gmail.com', '무교']
=> ['108', '성준용', '여성', '151.6', '66.9', 'B형', '1954-12-10', '0147-4500', 'pffs706r', 'gmail.com', '무교']: 1.4326
=> ['3934', '김덕협', '여성', '154.9', '60.0', 'B형', '1952-02-07', '6045-2306', 'riwriofittu7', 'gmail.com', '무교']: 1.431
=> ['128', '이훈정', '여성', '151.6', '63.2', 'B형', '1982-10-24', '9934-2899', 'hu590gjce', 'gmail.com', '무교']: 1.4294

['109', '***', '남성', '160.0~170.0', '60.0~70.0', 'O형', '1980******', '*********', '*************', 'daum.net', '기독교']
=> ['459', '손택은', '남성', '166.1', '62.0', 'O형', '1970-02-18', '9045-3036', 'pp7xfi', 'daum.net', '기독교']: 1.1922
=> ['109', '권용지', '남성', '162.4', '60.1', 'O형', '1980-03-31', '5092-0324', 'cb5s9jt29xd', 'daum.net', '기독교']: 1.1938

['110', '***', '남성', '170.0~180.0', '60.0~70.0', 'B형', '1996******', '*********', '*************', 'yahoo.com', '무교']
=> ['110', '최용택', '남성', '174.4', '61.4', 'B형', '1996-12-03', '7579-0678', 'snwg24xm8x', 'yahoo.com', '무교']: 1.443
=> ['1640', '장준남', '남성', '170.5', '63.2', 'B형', '1966-09-18', '0269-3405', 'dk55p3', 'yahoo.com', '무교']: 1.4414

['111', '***', '남성', '170.0~180.0', '60.0~70.0', 'A형', '1951******', '*********', '*************', 'naver.com', '무교']
=> ['229', '이희석', '남성', '175.3', '61.8', 'A형', '1957-02-18', '5623-8334', 'tmq6n2u0w0', 'naver.com', '무교']: 1.5084
=> ['111', '이남은', '남성', '174.0', '67.0', 'A형', '1951-09-14', '3086-9624', 'f3qtf67', 'naver.com', '무교']: 1.5102

['112', '***', '남성', '160.0~170.0', '60.0~70.0', 'A형', '1951******', '*********', '*************', 'gmail.com', '천주교']
=> ['2112', '윤협준', '남성', '168.9', '67.1', 'A형', '1994-05-23', '2452-3203', 'jiqnbn4f205', 'gmail.com', '천주교']: 1.1066
=> ['1924', '강지진', '남성', '165.5', '64.8', 'A형', '1953-10-09', '8217-1773', 'mtr0rnyh', 'gmail.com', '천주교']: 1.1083
=> ['112', '최협은', '남성', '169.4', '69.1', 'A형', '1951-05-22', '7367-3679', 's77msi3shw', 'gmail.com', '천주교']: 1.1101

['113', '***', '여성', '150.0~160.0', '50.0~60.0', 'AB형', '1990******', '*********', '*************', 'yahoo.com', '무교']
=> ['113', '이석협', '여성', '158.1', '52.0', 'AB형', '1990-05-30', '6302-4102', 'kmw5rr5x3yn7a', 'yahoo.com', '무교']: 1.2897
=> ['749', '정우협', '여성', '159.6', '55.1', 'AB형', '1993-05-20', '1446-8832', 'fha1836pjs1', 'yahoo.com', '무교']: 1.288

['114', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '천주교']
=> ['40', '채용덕', '여성', '159.5', '53.1', 'A형', '1995-09-07', '7281-0768', 'qlsrpc', 'daum.net', '천주교']: 0.3151

['115', '***', '남성', '160.0~170.0', '70.0~80.0', 'O형', '1963******', '*********', '*************', 'daum.net', '무교']
=> ['4241', '박훈은', '남성', '168.4', '75.2', 'O형', '1968-02-25', '6860-8784', 'e8tdpborvmd', 'daum.net', '무교']: 1.4233
=> ['514', '양지준', '남성', '161.9', '70.2', 'O형', '1958-11-03', '7208-7152', 'p8nil1zamjy', 'daum.net', '무교']: 1.4217
=> ['115', '김현서', '남성', '167.2', '70.7', 'O형', '1963-04-25', '4775-5980', 'ddedyhsub', 'daum.net', '무교']: 1.4249

['116', '***', '여성', '150.0~160.0', '60.0~70.0', 'A형', '1988******', '*********', '*************', 'yahoo.com', '기독교']
=> ['116', '김지남', '여성', '156.1', '60.4', 'A형', '1988-03-05', '0795-4681', 'oz5cd1z6r0u0', 'yahoo.com', '기독교']: 1.2464
=> ['2142', '정서성', '여성', '155.4', '60.9', 'A형', '1986-03-06', '4973-0695', 'izu5mn2xb6k', 'yahoo.com', '기독교']: 1.2448
=> ['328', '박지종', '여성', '153.1', '62.2', 'A형', '1974-11-27', '4385-7300', 'wd9skrwdwkoz', 'yahoo.com', '기독교']: 1.2433

['117', '***', '남성', '170.0~180.0', '60.0~70.0', 'B형', '1946******', '*********', '*************', 'naver.com', '불교']
=> ['117', '한현준', '남성', '175.0', '66.9', 'B형', '1946-03-25', '2929-8668', 'jmc0vd93p89', 'naver.com', '불교']: 1.2098
