['578', '***', '여성', '150.0~160.0', '45.0~50.0', 'A형', '1958******', '*************', '*************', 'yahoo.com', '불교']
['617', '***', '남성', '170.0~180.0', '65.0~70.0', 'A형', '1975******', '*************', '*************', 'yahoo.com', '무교']
=> ['617', '최종지', '남', '176.5', '67', 'A형', '1975-06-28', '010-6762-1252', 'kz0mt3dinkkz', 'yahoo.com', '무교']: 4.1576

['199', '***', '남성', '170.0~180.0', '65.0~70.0', 'A형', '1975******', '*************', '*************', 'naver.com', '기독교']
=> ['199', '홍지정', '남', '172.5', '69.6', 'A형', '1975-09-04', '010-1874-8932', 'xaa5fekb30w', 'naver.com', '기독교']: 4.1576

['545', '***', '남성', '170.0~180.0', '65.0~70.0', 'B형', '1975******', '*************', '*************', 'daum.net', '기독교']
=> ['545', '변종남', '남', '173', '68.8', 'B형', '1975-11-02', '010-0147-7965', 'z23nychrva1v', 'daum.net', '기독교']: 4.1576

['308', '***', '남성', '160.0~170.0', '65.0~70.0', 'A형', '1976******', '*************', '*************', 'gmail.com', '불교']
=> ['308', '이서정', '남', '168.4', '68.8', 'A형', '1976-11-23', '010-9918-9292', 'geyk5brdq6ym', 'gmail.com', '불교']: 4.1576

['395', '***', '남성', '160.0~170.0', '65.0~70.0', 'O형', '1976******', '*************', '*************', 'yahoo.com', '불교']
=> ['395', '이은훈', '남', '162.4', '69.8', 'O형', '1976-06-22', '010-1834-7747', 'u44o7dwajd', 'yahoo.com', '불교']: 4.1576
=> ['814', '박훈덕', '남', '172.2', '70.5', 'B형', '1959-05-29', '010-1366-3941', 'nr9wggdgk3hrf', 'daum.net', '불교']: 4.1576

['815', '***', '남성', '160.0~170.0', '65.0~70.0', 'O형', '1976******', '*************', '*************', 'yahoo.com', '불교']
=> ['395', '이은훈', '남', '162.4', '69.8', 'O형', '1976-06-22', '010-1834-7747', 'u44o7dwajd', 'yahoo.com', '불교']: 4.1576
=> ['814', '박훈덕', '남', '172.2', '70.5', 'B형', '1959-05-29', '010-1366-3941', 'nr9wggdgk3hrf', 'daum.net', '불교']: 4.1576

['694', '***', '남성', '170.0~180.0', '65.0~70.0', 'A형', '1976******', '*************', '*************', 'yahoo.com', '불교']
=> ['694', '이상지', '남', '179.2', '67.5', 'A형', '1976-01-08', '010-0250-7476', 't9ktdy2nyjl', 'yahoo.com', '불교']: 4.1576

['749', '***', '남성', '170.0~180.0', '65.0~70.0', 'A형', '1976******', '*************', '*************', 'daum.net', '불교']
=> ['749', '정택남', '남', '172.8', '69.5', 'A형', '1976-10-03', '010-9700-9672', 'cv95xp56zng', 'daum.net', '불교']: 4.1576

['145', '***', '남성', '170.0~180.0', '65.0~70.0', 'B형', '1976******', '*************', '*************', 'naver.com', '기독교']
=> ['145', '조종현', '남', '173.5', '65.4', 'B형', '1976-08-17', '010-4980-6238', 'j979zt', 'naver.com', '기독교']: 4.1576

['955', '***', '남성', '170.0~180.0', '65.0~70.0', 'A형', '1978******', '*************', '*************', 'daum.net', '무교']
=> ['955', '박지훈', '남', '171.9', '66.2', 'A형', '1978-07-23', '010-0795-5028', 'n41mcerb4ldtx', 'daum.net', '무교']: 4.1576

['291', '***', '남성', '170.0~180.0', '65.0~70.0', 'O형', '1978******', '*************', '*************', 'daum.net', '무교']
=> ['291', '정지우', '남', '170.2', '65.6', 'O형', '1978-03-18', '010-7947-3967', 'u8tvfmmnv', 'daum.net', '무교']: 4.1576

['940', '***', '남성', '170.0~180.0', '65.0~70.0', 'B형', '1978******', '*************', '*************', 'naver.com', '기독교']
=> ['940', '황진우', '남', '174.9', '68.3', 'B형', '1978-05-26', '010-1334-4138', 's7o5fhrmfo', 'naver.com', '기독교']: 4.1576

['38', '***', '남성', '170.0~180.0', '65.0~70.0', 'B형', '1984******', '*************', '*************', 'daum.net', '무교']
=> ['38', '김용우', '남', '171.4', '69.1', 'B형', '1984-02-22', '010-7353-3365', 'kzcth137v', 'daum.net', '무교']: 4.1576

['534', '***', '남성', '170.0~180.0', '65.0~70.0', 'O형', '1984******', '*************', '*************', 'gmail.com', '무교']
=> ['534', '서지준', '남', '171', '65.2', 'O형', '1984-10-15', '010-1463-4693', 't1ro9nl', 'gmail.com', '무교']: 4.1576

['729', '***', '남성', '170.0~180.0', '65.0~70.0', 'O형', '1984******', '*************', '*************', 'daum.net', '무교']
=> ['729', '전희훈', '남', '172.3', '66.4', 'O형', '1984-09-25', '010-9406-3859', 'arq7yf', 'daum.net', '무교']: 4.1576

['801', '***', '남성', '170.0~180.0', '65.0~70.0', 'AB형', '1984******', '*************', '*************', 'daum.net', '무교']
=> ['801', '지성진', '남', '172', '68.6', 'AB형', '1984-01-02', '010-2116-9593', 'dxepvr8zesj', 'daum.net', '무교']: 4.1576

['910', '***', '남성', '160.0~170.0', '65.0~70.0', 'AB형', '1985******', '*************', '*************', 'yahoo.com', '무교']
=> ['910', '김준훈', '남', '167.2', '65.5', 'AB형', '1985-01-06', '010-3575-0862', 'ysevfyoozoig', 'yahoo.com', '무교']: 4.1576

['695', '***', '남성', '160.0~170.0', '65.0~70.0', 'A형', '1985******', '*************', '*************', 'gmail.com', '무교']
=> ['695', '박지현', '남', '163.6', '67', 'A형', '1985-12-21', '010-9760-5369', 'pvwj4d4sdyohm', 'gmail.com', '무교']: 4.1576

['173', '***', '남성', '160.0~170.0', '65.0~70.0', 'B형', '1985******', '*************', '*************', 'daum.net', '무교']
=> ['173', '이준상', '남', '164.3', '68.9', 'B형', '1985-06-09', '010-6949-4810', 'zrnn3444wt', 'daum.net', '무교']: 4.1576

['743', '***', '남성', '170.0~180.0', '65.0~70.0', 'A형', '1986******', '*************', '*************', 'gmail.com', '천주교']
=> ['743', '박훈성', '남', '171.8', '65.1', 'A형', '1986-04-23', '010-9889-7962', 'wcmssln4kqkw7', 'gmail.com', '천주교']: 4.1576

['778', '***', '남성', '170.0~180.0', '65.0~70.0', 'AB형', '1986******', '*************', '*************', 'yahoo.com', '기독교']
=> ['778', '조덕지', '남', '174.3', '69.5', 'AB형', '1986-10-04', '010-4964-5374', 'jgr0valhu5', 'yahoo.com', '기독교']: 4.1576

['64', '***', '남성', '170.0~180.0', '65.0~70.0', 'O형', '1986******', '*************', '*************', 'naver.com', '무교']
=> ['64', '최훈상', '남', '171', '67.9', 'O형', '1986-08-10', '010-7108-6420', 'oh5cyhsu74', 'naver.com', '무교']: 4.1576

['946', '***', '남성', '170.0~180.0', '65.0~70.0', 'O형', '1986******', '*************', '*************', 'naver.com', '불교']
=> ['946', '천정상', '남', '173.5', '67.2', 'O형', '1986-04-07', '010-7364-0283', 'd24xd7g', 'naver.com', '불교']: 4.1576

['957', '***', '남성', '160.0~170.0', '65.0~70.0', 'A형', '1988******', '*************', '*************', 'daum.net', '무교']
=> ['957', '김영준', '남', '169.8', '68', 'A형', '1988-10-04', '010-6484-4592', 'kam3kkxj', 'daum.net', '무교']: 4.1576

['431', '***', '남성', '160.0~170.0', '65.0~70.0', 'AB형', '1988******', '*************', '*************', 'gmail.com', '무교']
=> ['431', '배지상', '남', '165.3', '66.3', 'AB형', '1988-02-12', '010-2426-4010', 'godsb3', 'gmail.com', '무교']: 4.1576

['480', '***', '남성', '160.0~170.0', '65.0~70.0', 'O형', '1988******', '*************', '*************', 'naver.com', '무교']
=> ['480', '남궁희', '남', '166.8', '69.2', 'O형', '1988-11-16', '010-6240-9557', 'n7fiy3tcdys2w', 'naver.com', '무교']: 4.1576

['363', '***', '남성', '170.0~180.0', '65.0~70.0', 'B형', '1988******', '*************', '*************', 'naver.com', '무교']
=> ['363', '김성종', '남', '173.5', '68', 'B형', '1988-07-08', '010-0435-3694', 'x4uyodxorfy', 'naver.com', '무교']: 4.1576

['129', '***', '남성', '170.0~180.0', '65.0~70.0', 'O형', '1988******', '*************', '*************', 'gmail.com', '천주교']
=> ['129', '최희훈', '남', '178', '66', 'O형', '1988-06-24', '010-0623-7143', 'et1tqzj7x6e', 'gmail.com', '천주교']: 4.1576

['256', '***', '남성', '170.0~180.0', '65.0~70.0', 'A형', '1988******', '*************', '*************', 'gmail.com', '무교']
=> ['256', '홍영용', '남', '170.7', '65', 'A형', '1988-02-17', '010-1868-2904', 'fo0985uo', 'gmail.com', '무교']: 4.1576

['71', '***', '남성', '170.0~180.0', '65.0~70.0', 'A형', '1988******', '*************', '*************', 'naver.com', '불교']
=> ['71', '소남지', '남', '173.6', '68.1', 'A형', '1988-11-30', '010-9988-9796', 'frf1k9li', 'naver.com', '불교']: 4.1576

['644', '***', '남성', '160.0~170.0', '65.0~70.0', 'A형', '1990******', '*************', '*************', 'yahoo.com', '무교']
=> ['644', '박지종', '남', '169.4', '67.2', 'A형', '1990-01-18', '010-6452-5493', 'fvrulhwjup0o', 'yahoo.com', '무교']: 4.1576

['182', '***', '남성', '160.0~170.0', '65.0~70.0', 'AB형', '1990******', '*************', '*************', 'daum.net', '천주교']
=> ['182', '임훈지', '남', '162.4', '67.6', 'AB형', '1990-05-24', '010-6423-4352', 'adx680nw', 'daum.net', '천주교']: 4.1576

['258', '***', '남성', '160.0~170.0', '65.0~70.0', 'B형', '1990******', '*************', '*************', 'daum.net', '천주교']
=> ['258', '강준우', '남', '161.9', '65.9', 'B형', '1990-07-19', '010-3919-2506', 'hnq5jo0m', 'daum.net', '천주교']: 4.1576

['327', '***', '남성', '170.0~180.0', '65.0~70.0', 'B형', '1991******', '*************', '*************', 'naver.com', '기독교']
=> ['327', '서협종', '남', '179.7', '67.8', 'B형', '1991-04-28', '010-5436-8367', 'zdovt0', 'naver.com', '기독교']: 4.1576

['976', '***', '남성', '170.0~180.0', '65.0~70.0', 'B형', '1991******', '*************', '*************', 'yahoo.com', '기독교']
=> ['976', '염정용', '남', '172.1', '65.2', 'B형', '1991-08-08', '010-7316-2572', 'h4vnlac', 'yahoo.com', '기독교']: 4.1576

['589', '***', '남성', '170.0~180.0', '65.0~70.0', 'O형', '1991******', '*************', '*************', 'naver.com', '기독교']
=> ['589', '이훈준', '남', '172.5', '65.6', 'O형', '1991-12-10', '010-6254-6997', 'dlvs1ack9688b', 'naver.com', '기독교']: 4.1576

['251', '***', '남성', '170.0~180.0', '65.0~70.0', 'O형', '1991******', '*************', '*************', 'daum.net', '불교']
=> ['251', '노현준', '남', '170.1', '67.8', 'O형', '1991-02-12', '010-7343-8732', 'yd9q960', 'daum.net', '불교']: 4.1576

['10', '***', '남성', '170.0~180.0', '65.0~70.0', 'O형', '1992******', '*************', '*************', 'yahoo.com', '무교']
=> ['10', '윤서협', '남', '171.3', '69.3', 'O형', '1992-03-02', '010-1354-2328', 'o8xsyrh', 'yahoo.com', '무교']: 4.1576
=> ['902', '강정은', '남', '166.8', '64.2', 'A형', '1948-02-15', '010-8035-2868', 'lzmj6russjg8b', 'yahoo.com', '무교']: 4.1576

['334', '***', '남성', '170.0~180.0', '65.0~70.0', 'B형', '1992******', '*************', '*************', 'daum.net', '기독교']
=> ['334', '이준정', '남', '178.4', '68.2', 'B형', '1992-02-04', '010-8273-6679', 'lqew647eno2i3', 'daum.net', '기독교']: 4.1576

['903', '***', '남성', '170.0~180.0', '65.0~70.0', 'O형', '1992******', '*************', '*************', 'yahoo.com', '무교']
=> ['10', '윤서협', '남', '171.3', '69.3', 'O형', '1992-03-02', '010-1354-2328', 'o8xsyrh', 'yahoo.com', '무교']: 4.1576
=> ['902', '강정은', '남', '166.8', '64.2', 'A형', '1948-02-15', '010-8035-2868', 'lzmj6russjg8b', 'yahoo.com', '무교']: 4.1576

['75', '***', '남성', '170.0~180.0', '65.0~70.0', 'O형', '1993******', '*************', '*************', 'daum.net', '무교']
=> ['75', '김정종', '남', '172.3', '65.1', 'O형', '1993-12-26', '010-8706-3408', 'hjx3maphjpse', 'daum.net', '무교']: 4.1576

['756', '***', '남성', '170.0~180.0', '65.0~70.0', 'O형', '1993******', '*************', '*************', 'naver.com', '무교']
=> ['898', '최정성', '여', '153', '55.2', 'A형', '1954-08-24', '010-4288-7580', 'vim9li', 'yahoo.com', '불교']: 4.1576
=> ['756', '김현용', '남', '174.7', '67.1', 'O형', '1993-06-30', '010-7764-1466', 'b2s7aphvfrd4s', 'naver.com', '무교']: 4.1576

['416', '***', '남성', '170.0~180.0', '65.0~70.0', 'B형', '1993******', '*************', '*************', 'naver.com', '불교']
=> ['416', '이은용', '남', '172.6', '66.5', 'B형', '1993-01-08', '010-8354-8004', 'efm6d670gtis6', 'naver.com', '불교']: 4.1576

['960', '***', '남성', '170.0~180.0', '65.0~70.0', 'A형', '1993******', '*************', '*************', 'gmail.com', '기독교']
=> ['960', '정현남', '남', '171.2', '69.6', 'A형', '1993-12-03', '010-3816-1376', 'rr9yw9p3y', 'gmail.com', '기독교']: 4.1576

['899', '***', '남성', '170.0~180.0', '65.0~70.0', 'O형', '1993******', '*************', '*************', 'naver.com', '무교']
=> ['898', '최정성', '여', '153', '55.2', 'A형', '1954-08-24', '010-4288-7580', 'vim9li', 'yahoo.com', '불교']: 4.1576
=> ['756', '김현용', '남', '174.7', '67.1', 'O형', '1993-06-30', '010-7764-1466', 'b2s7aphvfrd4s', 'naver.com', '무교']: 4.1576

['81', '***', '남성', '170.0~180.0', '65.0~70.0', 'B형', '1995******', '*************', '*************', 'naver.com', '기독교']
=> ['81', '이희영', '남', '177.6', '67.2', 'B형', '1995-07-01', '010-2137-5842', 'thovkuf3eru', 'naver.com', '기독교']: 4.1576

['600', '***', '남성', '170.0~180.0', '65.0~70.0', 'A형', '1995******', '*************', '*************', 'naver.com', '불교']
=> ['600', '이지택', '남', '173.7', '65.3', 'A형', '1995-01-06', '010-8847-6669', 'sda9bixoz3', 'naver.com', '불교']: 4.1576

['249', '***', '남성', '170.0~180.0', '65.0~70.0', 'A형', '1995******', '*************', '*************', 'daum.net', '기독교']
=> ['249', '정성지', '남', '174.8', '69.5', 'A형', '1995-03-14', '010-0216-0202', 'nf47s1l1a', 'daum.net', '기독교']: 4.1576

['476', '***', '남성', '170.0~180.0', '70.0~75.0', 'O형', '1957******', '*************', '*************', 'daum.net', '무교']
=> ['476', '김지현', '남', '170.5', '73.2', 'O형', '1957-10-05', '010-3285-1901', 'se5tp26m', 'daum.net', '무교']: 4.1576

['281', '***', '남성', '170.0~180.0', '70.0~75.0', 'O형', '1957******', '*************', '*************', 'yahoo.com', '기독교']
=> ['281', '양협우', '남', '172.5', '70.4', 'O형', '1957-05-18', '010-8588-2489', 'gjdpcwke', 'yahoo.com', '기독교']: 4.1576

['654', '***', '남성', '170.0~180.0', '70.0~75.0', 'O형', '1957******', '*************', '*************', 'daum.net', '불교']
=> ['654', '변영상', '남', '174.6', '72.2', 'O형', '1957-05-14', '010-9893-9287', 'q3al2n2s', 'daum.net', '불교']: 4.1576

['776', '***', '남성', '170.0~180.0', '70.0~75.0', 'O형', '1972******', '*************', '*************', 'yahoo.com', '무교']
=> ['776', '김영석', '남', '170.7', '73.9', 'O형', '1972-01-30', '010-1525-5530', 'ndr6qw', 'yahoo.com', '무교']: 4.1576

['954', '***', '남성', '170.0~180.0', '70.0~75.0', 'AB형', '1972******', '*************', '*************', 'gmail.com', '무교']
=> ['954', '김정준', '남', '177.4', '72.4', 'AB형', '1972-10-05', '010-2031-6939', 'zog1kbkyptj5v', 'gmail.com', '무교']: 4.1576

['280', '***', '남성', '170.0~180.0', '70.0~75.0', 'B형', '1972******', '*************', '*************', 'gmail.com', '불교']
=> ['280', '서준지', '남', '170.7', '70.2', 'B형', '1972-10-25', '010-0031-7123', 'h9biczoj72', 'gmail.com', '불교']: 4.1576

