['1', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '무교']
['90', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '불교']
=> ['2', '강훈희', '남성', '174.9', '63.4', 'A형', '1946-10-10', '1715-9263', 'frlfize7ir88', 'yahoo.com', '불교']: 1.5004

['91', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '무교']
=> ['1', '김종종', '남성', '168.1', '65.4', 'B형', '1995-12-17', '6075-7114', 'x6yis5', 'naver.com', '무교']: 1.2751

['92', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '무교']
=> ['16', '김덕종', '여성', '155.5', '57.7', 'B형', '1984-03-23', '0573-9019', 'j9aoxo5cf5ke', 'yahoo.com', '무교']: 1.2708

['93', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '무교']
=> ['5', '최준훈', '남성', '162.8', '71.2', 'B형', '1986-03-20', '4565-1683', 'ij4xu1k561', 'gmail.com', '무교']: 1.2769

['94', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '무교']
=> ['14', '박훈훈', '남성', '175.3', '64.1', 'AB형', '1979-06-28', '8101-7986', 'gx14kge', 'daum.net', '무교']: 1.2796

['95', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '무교']
=> ['5', '최준훈', '남성', '162.8', '71.2', 'B형', '1986-03-20', '4565-1683', 'ij4xu1k561', 'gmail.com', '무교']: 1.2769

['96', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '기독교']
=> ['18', '채준현', '여성', '159.8', '59.7', 'O형', '1959-05-27', '2509-2076', 'uiinz9ytw4', 'daum.net', '기독교']: 1.5423

['97', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '불교']
=> ['7', '김정덕', '남성', '175.0', '65.8', 'B형', '1966-12-18', '2991-1336', 'pjc9bdg', 'gmail.com', '불교']: 1.5065

['98', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '불교']
=> ['7', '김정덕', '남성', '175.0', '65.8', 'B형', '1966-12-18', '2991-1336', 'pjc9bdg', 'gmail.com', '불교']: 1.5065

['99', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '무교']
=> ['5', '최준훈', '남성', '162.8', '71.2', 'B형', '1986-03-20', '4565-1683', 'ij4xu1k561', 'gmail.com', '무교']: 1.2769

['100', '김**', '여성', '150.0~160.0', '50.0~60.0', 'O형', '1951******', '*********', '*************', 'yahoo.com', '기독교']
=> ['100', '김진준', '여성', '153.2', '54.4', 'O형', '1951-06-27', '5531-1090', 'hnl55ukjcz', 'yahoo.com', '기독교']: 4.2363
=> ['5903', '김준현', '여성', '162.2', '53.6', 'O형', '1961-08-27', '5445-1580', 'ndskyf35r', 'yahoo.com', '기독교']: 4.0542
=> ['6431', '김영훈', '여성', '158.2', '55.4', 'O형', '1955-08-11', '5974-7888', 'sscwbgcoj937x', 'yahoo.com', '기독교']: 4.137
=> ['296', '김준영', '여성', '159.0', '55.4', 'O형', '1969-02-06', '8763-4220', 'afnpxyir', 'yahoo.com', '기독교']: 4.0377

['101', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '무교']
=> ['14', '박훈훈', '남성', '175.3', '64.1', 'AB형', '1979-06-28', '8101-7986', 'gx14kge', 'daum.net', '무교']: 1.2796

['102', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '무교']
=> ['16', '김덕종', '여성', '155.5', '57.7', 'B형', '1984-03-23', '0573-9019', 'j9aoxo5cf5ke', 'yahoo.com', '무교']: 1.2708

['103', '정**', '여성', '150.0~160.0', '50.0~60.0', 'A형', '1954******', '*********', '*************', 'yahoo.com', '무교']
=> ['59', '정지은', '여성', '150.6', '51.8', 'A형', '1990-04-10', '4021-1565', 'tohkxubow', 'yahoo.com', '무교']: 3.7865
=> ['3774', '정성훈', '여성', '153.6', '53.8', 'A형', '1958-11-27', '6652-5464', 'aidkcvo02wf', 'yahoo.com', '무교']: 3.8861
=> ['103', '정성상', '여성', '150.5', '50.8', 'A형', '1954-12-13', '3281-1364', 'v39ko7ga', 'yahoo.com', '무교']: 3.9857

['104', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '불교']
=> ['22', '김남준', '여성', '166.6', '57.1', 'B형', '1987-07-26', '2581-2587', 'i6psi3ep1lh', 'naver.com', '불교']: 1.5047

['105', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '무교']
=> ['14', '박훈훈', '남성', '175.3', '64.1', 'AB형', '1979-06-28', '8101-7986', 'gx14kge', 'daum.net', '무교']: 1.2796

['106', '김**', '남성', '160.0~170.0', '60.0~70.0', 'O형', '1972******', '*********', '*************', 'daum.net', '무교']
=> ['106', '김훈희', '남성', '167.7', '62.6', 'O형', '1972-04-27', '8659-4669', 'xoy9c5822', 'daum.net', '무교']: 4.0008
=> ['3011', '김종택', '남성', '163.8', '70.9', 'O형', '1992-05-20', '9691-4076', 'vzme6lelzj1ts', 'daum.net', '무교']: 3.9011
=> ['1902', '김훈은', '남성', '176.8', '62.9', 'O형', '1972-11-25', '7199-0504', 'urab3cq6axa', 'daum.net', '무교']: 3.9147
=> ['3722', '김정진', '남성', '165.5', '71.6', 'O형', '1972-04-08', '1057-9470', 'neqkvnm1hq', 'daum.net', '무교']: 3.9178

['107', '김**', '여성', '150.0~160.0', '50.0~60.0', 'A형', '1954******', '*********', '*************', 'daum.net', '무교']
=> ['107', '김진정', '여성', '157.9', '56.9', 'A형', '1954-02-03', '6104-7882', 'avliim4t1o', 'daum.net', '무교']: 3.9613
=> ['1431', '김우협', '여성', '157.8', '58.3', 'A형', '1955-11-25', '4495-0501', 'cren8aros7', 'daum.net', '무교']: 3.8617

['108', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '무교']
=> ['5', '최준훈', '남성', '162.8', '71.2', 'B형', '1986-03-20', '4565-1683', 'ij4xu1k561', 'gmail.com', '무교']: 1.2769

['109', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '기독교']
=> ['18', '채준현', '여성', '159.8', '59.7', 'O형', '1959-05-27', '2509-2076', 'uiinz9ytw4', 'daum.net', '기독교']: 1.5423

['110', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '무교']
=> ['16', '김덕종', '여성', '155.5', '57.7', 'B형', '1984-03-23', '0573-9019', 'j9aoxo5cf5ke', 'yahoo.com', '무교']: 1.2708

['111', '이**', '남성', '170.0~180.0', '60.0~70.0', 'A형', '1951******', '*********', '*************', 'naver.com', '무교']
=> ['229', '이희석', '남성', '175.3', '61.8', 'A형', '1957-02-18', '5623-8334', 'tmq6n2u0w0', 'naver.com', '무교']: 3.891
=> ['111', '이남은', '남성', '174.0', '67.0', 'A형', '1951-09-14', '3086-9624', 'f3qtf67', 'naver.com', '무교']: 3.9903

['112', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '천주교']
=> ['30', '안준용', '여성', '155.5', '53.3', 'B형', '1960-03-17', '5836-7474', 'zuabo7c7', 'gmail.com', '천주교']: 1.6822

['113', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '무교']
=> ['16', '김덕종', '여성', '155.5', '57.7', 'B형', '1984-03-23', '0573-9019', 'j9aoxo5cf5ke', 'yahoo.com', '무교']: 1.2708

['114', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '천주교']
=> ['40', '채용덕', '여성', '159.5', '53.1', 'A형', '1995-09-07', '7281-0768', 'qlsrpc', 'daum.net', '천주교']: 1.6849

['115', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '무교']
=> ['14', '박훈훈', '남성', '175.3', '64.1', 'AB형', '1979-06-28', '8101-7986', 'gx14kge', 'daum.net', '무교']: 1.2796

['116', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '기독교']
=> ['72', '이희택', '여성', '155.7', '53.4', 'O형', '1963-07-30', '5632-2538', 'yblc84sehc', 'yahoo.com', '기독교']: 1.5335

['117', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '불교']
=> ['22', '김남준', '여성', '166.6', '57.1', 'B형', '1987-07-26', '2581-2587', 'i6psi3ep1lh', 'naver.com', '불교']: 1.5047

['118', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '무교']
=> ['5', '최준훈', '남성', '162.8', '71.2', 'B형', '1986-03-20', '4565-1683', 'ij4xu1k561', 'gmail.com', '무교']: 1.2769

['119', '최**', '여성', '150.0~160.0', '50.0~60.0', 'A형', '1962******', '*********', '*************', 'daum.net', '무교']
=> ['2129', '최은용', '여성', '150.9', '52.4', 'A형', '1969-05-22', '3393-2162', 'qumkxszz6dbob', 'daum.net', '무교']: 3.8947
=> ['645', '최남지', '여성', '158.6', '57.2', 'A형', '1988-10-31', '0837-3885', 'f9tcmnl5et439', 'daum.net', '무교']: 3.7953
=> ['4205', '최진상', '여성', '161.0', '55.2', 'A형', '1962-04-29', '7780-4410', 'tr7zj34hoc', 'daum.net', '무교']: 3.9114
=> ['119', '최석준', '여성', '155.6', '54.9', 'A형', '1962-06-08', '5928-6039', 'w15yvxci5', 'daum.net', '무교']: 3.9942

['120', '김**', '여성', '150.0~160.0', '50.0~60.0', 'O형', '1970******', '*********', '*************', 'daum.net', '천주교']
=> ['8650', '김용성', '여성', '146.9', '51.0', 'O형', '1983-06-25', '0021-1896', 'of2pafm', 'daum.net', '천주교']: 4.1065
=> ['2644', '김서택', '여성', '154.9', '56.4', 'O형', '1947-11-09', '4456-4462', 'id6aupsdpb3', 'daum.net', '천주교']: 4.1893
=> ['4085', '김은지', '여성', '155.2', '56.0', 'O형', '1974-10-08', '5048-6146', 'fl4va4x', 'daum.net', '천주교']: 4.2888
=> ['120', '김지은', '여성', '154.8', '58.2', 'O형', '1970-06-28', '3754-6191', 'we35a7n3rsi', 'daum.net', '천주교']: 4.3882

['121', '김**', '남성', '160.0~170.0', '60.0~70.0', 'B형', '1996******', '*********', '*************', 'yahoo.com', '무교']
=> ['121', '김훈택', '남성', '164.4', '67.5', 'B형', '1996-07-18', '4817-0767', 'qesmpx9', 'yahoo.com', '무교']: 4.0003
=> ['1529', '김지지', '남성', '165.1', '68.1', 'B형', '1993-04-10', '6074-2832', 'btjzo0npxind4', 'yahoo.com', '무교']: 3.9008

['122', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '불교']
=> ['2', '강훈희', '남성', '174.9', '63.4', 'A형', '1946-10-10', '1715-9263', 'frlfize7ir88', 'yahoo.com', '불교']: 1.5004

['123', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '불교']
=> ['12', '김덕협', '여성', '151.5', '66.0', 'B형', '1978-06-16', '6665-6767', 'c561ct', 'daum.net', '불교']: 1.5092

['124', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '불교']
=> ['2', '강훈희', '남성', '174.9', '63.4', 'A형', '1946-10-10', '1715-9263', 'frlfize7ir88', 'yahoo.com', '불교']: 1.5004

['125', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '무교']
=> ['1', '김종종', '남성', '168.1', '65.4', 'B형', '1995-12-17', '6075-7114', 'x6yis5', 'naver.com', '무교']: 1.2751

['126', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '기독교']
=> ['3', '최종석', '여성', '153.7', '60.0', 'A형', '1967-05-30', '0531-4339', 'uow3y6', 'naver.com', '기독교']: 1.5378

['127', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '무교']
=> ['14', '박훈훈', '남성', '175.3', '64.1', 'AB형', '1979-06-28', '8101-7986', 'gx14kge', 'daum.net', '무교']: 1.2796

['128', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '무교']
=> ['5', '최준훈', '남성', '162.8', '71.2', 'B형', '1986-03-20', '4565-1683', 'ij4xu1k561', 'gmail.com', '무교']: 1.2769

['129', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '기독교']
=> ['18', '채준현', '여성', '159.8', '59.7', 'O형', '1959-05-27', '2509-2076', 'uiinz9ytw4', 'daum.net', '기독교']: 1.5423

['130', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '무교']
=> ['16', '김덕종', '여성', '155.5', '57.7', 'B형', '1984-03-23', '0573-9019', 'j9aoxo5cf5ke', 'yahoo.com', '무교']: 1.2708

['131', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '무교']
=> ['5', '최준훈', '남성', '162.8', '71.2', 'B형', '1986-03-20', '4565-1683', 'ij4xu1k561', 'gmail.com', '무교']: 1.2769

['132', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '불교']
=> ['12', '김덕협', '여성', '151.5', '66.0', 'B형', '1978-06-16', '6665-6767', 'c561ct', 'daum.net', '불교']: 1.5092

['133', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '기독교']
=> ['3', '최종석', '여성', '153.7', '60.0', 'A형', '1967-05-30', '0531-4339', 'uow3y6', 'naver.com', '기독교']: 1.5378

['134', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '천주교']
=> ['40', '채용덕', '여성', '159.5', '53.1', 'A형', '1995-09-07', '7281-0768', 'qlsrpc', 'daum.net', '천주교']: 1.6849

['135', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '불교']
=> ['7', '김정덕', '남성', '175.0', '65.8', 'B형', '1966-12-18', '2991-1336', 'pjc9bdg', 'gmail.com', '불교']: 1.5065

['136', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '무교']
=> ['1', '김종종', '남성', '168.1', '65.4', 'B형', '1995-12-17', '6075-7114', 'x6yis5', 'naver.com', '무교']: 1.2751

['137', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '무교']
=> ['16', '김덕종', '여성', '155.5', '57.7', 'B형', '1984-03-23', '0573-9019', 'j9aoxo5cf5ke', 'yahoo.com', '무교']: 1.2708

['138', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '불교']
=> ['7', '김정덕', '남성', '175.0', '65.8', 'B형', '1966-12-18', '2991-1336', 'pjc9bdg', 'gmail.com', '불교']: 1.5065

['139', '김**', '남성', '170.0~180.0', '60.0~70.0', 'B형', '1996******', '*********', '*************', 'yahoo.com', '불교']
=> ['139', '김남성', '남성', '179.7', '60.7', 'B형', '1996-10-30', '9656-9963', 'vznk92n7fblcj', 'yahoo.com', '불교']: 4.2304
=> ['4284', '김덕지', '남성', '166.9', '64.8', 'B형', '1976-12-31', '2227-8844', 'mqgbb37', 'yahoo.com', '불교']: 4.0442
=> ['5485', '김덕진', '남성', '174.6', '65.4', 'B형', '1992-05-20', '5394-5422', 'k3kmm0e7', 'yahoo.com', '불교']: 4.1309

['140', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '기독교']
=> ['18', '채준현', '여성', '159.8', '59.7', 'O형', '1959-05-27', '2509-2076', 'uiinz9ytw4', 'daum.net', '기독교']: 1.5423

['141', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '무교']
=> ['16', '김덕종', '여성', '155.5', '57.7', 'B형', '1984-03-23', '0573-9019', 'j9aoxo5cf5ke', 'yahoo.com', '무교']: 1.2708

['142', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '무교']
=> ['1', '김종종', '남성', '168.1', '65.4', 'B형', '1995-12-17', '6075-7114', 'x6yis5', 'naver.com', '무교']: 1.2751

['143', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '무교']
=> ['1', '김종종', '남성', '168.1', '65.4', 'B형', '1995-12-17', '6075-7114', 'x6yis5', 'naver.com', '무교']: 1.2751

['144', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '불교']
=> ['7', '김정덕', '남성', '175.0', '65.8', 'B형', '1966-12-18', '2991-1336', 'pjc9bdg', 'gmail.com', '불교']: 1.5065

['145', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '무교']
=> ['16', '김덕종', '여성', '155.5', '57.7', 'B형', '1984-03-23', '0573-9019', 'j9aoxo5cf5ke', 'yahoo.com', '무교']: 1.2708

['146', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '무교']
=> ['14', '박훈훈', '남성', '175.3', '64.1', 'AB형', '1979-06-28', '8101-7986', 'gx14kge', 'daum.net', '무교']: 1.2796

['147', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '무교']
=> ['16', '김덕종', '여성', '155.5', '57.7', 'B형', '1984-03-23', '0573-9019', 'j9aoxo5cf5ke', 'yahoo.com', '무교']: 1.2708

['148', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '불교']
=> ['12', '김덕협', '여성', '151.5', '66.0', 'B형', '1978-06-16', '6665-6767', 'c561ct', 'daum.net', '불교']: 1.5092

['149', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '불교']
=> ['7', '김정덕', '남성', '175.0', '65.8', 'B형', '1966-12-18', '2991-1336', 'pjc9bdg', 'gmail.com', '불교']: 1.5065

['150', '이**', '남성', '160.0~170.0', '60.0~70.0', 'AB형', '1952******', '*********', '*************', 'gmail.com', '불교']
=> ['1139', '이지준', '남성', '161.5', '68.6', 'AB형', '1964-12-19', '0180-6160', 'eykmu9m', 'gmail.com', '불교']: 4.0955
=> ['150', '이용석', '남성', '168.3', '62.6', 'AB형', '1952-12-24', '0430-7811', 'nznyjtojo', 'gmail.com', '불교']: 4.2947
=> ['4182', '이지희', '남성', '176.3', '63.4', 'AB형', '1962-11-10', '7718-3099', 'qilug7fa', 'gmail.com', '불교']: 4.1089

['151', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '불교']
=> ['12', '김덕협', '여성', '151.5', '66.0', 'B형', '1978-06-16', '6665-6767', 'c561ct', 'daum.net', '불교']: 1.5092

['152', '김**', '남성', '170.0~180.0', '60.0~70.0', 'B형', '1986******', '*********', '*************', 'naver.com', '기독교']
=> ['1033', '김용정', '남성', '175.6', '70.5', 'B형', '1974-05-16', '9957-9264', 'aos60neenh94y', 'naver.com', '기독교']: 4.0689
=> ['1461', '김서진', '남성', '166.2', '61.6', 'B형', '1996-10-17', '9438-4403', 'w84yzyzal', 'naver.com', '기독교']: 4.0819
=> ['8493', '김성택', '남성', '171.2', '62.2', 'B형', '1988-03-30', '8591-2207', 'qddltjms4awd', 'naver.com', '기독교']: 4.1686
=> ['152', '김준용', '남성', '170.1', '68.4', 'B형', '1986-04-15', '1484-3386', 'sjmgu9lkoh36s', 'naver.com', '기독교']: 4.2682

['153', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '무교']
=> ['5', '최준훈', '남성', '162.8', '71.2', 'B형', '1986-03-20', '4565-1683', 'ij4xu1k561', 'gmail.com', '무교']: 1.2769

['154', '김**', '여성', '150.0~160.0', '50.0~60.0', 'A형', '1965******', '*********', '*************', 'naver.com', '무교']
=> ['154', '김준진', '여성', '151.3', '55.0', 'A형', '1965-03-01', '6906-4498', 'mis5bq6j1iinv', 'naver.com', '무교']: 3.9571
=> ['3119', '김택지', '여성', '158.4', '54.6', 'A형', '1966-03-10', '7029-6412', 'u5bao4pv0odz', 'naver.com', '무교']: 3.8575

['155', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '무교']
=> ['1', '김종종', '남성', '168.1', '65.4', 'B형', '1995-12-17', '6075-7114', 'x6yis5', 'naver.com', '무교']: 1.2751

['156', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '기독교']
=> ['6', '이협현', '여성', '147.7', '55.0', 'A형', '1958-12-29', '3400-5887', 'pmgi8qzuw7wm7', 'gmail.com', '기독교']: 1.5396

['157', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '불교']
=> ['2', '강훈희', '남성', '174.9', '63.4', 'A형', '1946-10-10', '1715-9263', 'frlfize7ir88', 'yahoo.com', '불교']: 1.5004

['158', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '불교']
=> ['12', '김덕협', '여성', '151.5', '66.0', 'B형', '1978-06-16', '6665-6767', 'c561ct', 'daum.net', '불교']: 1.5092

['159', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '무교']
=> ['16', '김덕종', '여성', '155.5', '57.7', 'B형', '1984-03-23', '0573-9019', 'j9aoxo5cf5ke', 'yahoo.com', '무교']: 1.2708

['160', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '무교']
=> ['14', '박훈훈', '남성', '175.3', '64.1', 'AB형', '1979-06-28', '8101-7986', 'gx14kge', 'daum.net', '무교']: 1.2796

['161', '이**', '남성', '160.0~170.0', '60.0~70.0', 'O형', '1985******', '*********', '*************', 'naver.com', '기독교']
=> ['161', '이정영', '남성', '166.8', '68.6', 'O형', '1985-07-25', '3803-0436', 'm35o5p', 'naver.com', '기독교']: 4.2765
=> ['4719', '이덕남', '남성', '165.3', '66.5', 'O형', '1980-06-03', '3512-4343', 'lda97iib2vs', 'naver.com', '기독교']: 4.1767
=> ['3416', '이희진', '남성', '169.6', '68.2', 'O형', '1991-12-27', '5777-2701', 'vjhq2o4uon', 'naver.com', '기독교']: 4.0769

['162', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '불교']
=> ['7', '김정덕', '남성', '175.0', '65.8', 'B형', '1966-12-18', '2991-1336', 'pjc9bdg', 'gmail.com', '불교']: 1.5065

['163', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '무교']
=> ['5', '최준훈', '남성', '162.8', '71.2', 'B형', '1986-03-20', '4565-1683', 'ij4xu1k561', 'gmail.com', '무교']: 1.2769

['164', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '불교']
=> ['22', '김남준', '여성', '166.6', '57.1', 'B형', '1987-07-26', '2581-2587', 'i6psi3ep1lh', 'naver.com', '불교']: 1.5047

['165', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '무교']
=> ['1', '김종종', '남성', '168.1', '65.4', 'B형', '1995-12-17', '6075-7114', 'x6yis5', 'naver.com', '무교']: 1.2751

['166', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '무교']
=> ['1', '김종종', '남성', '168.1', '65.4', 'B형', '1995-12-17', '6075-7114', 'x6yis5', 'naver.com', '무교']: 1.2751

['167', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '무교']
=> ['5', '최준훈', '남성', '162.8', '71.2', 'B형', '1986-03-20', '4565-1683', 'ij4xu1k561', 'gmail.com', '무교']: 1.2769

['168', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '기독교']
=> ['18', '채준현', '여성', '159.8', '59.7', 'O형', '1959-05-27', '2509-2076', 'uiinz9ytw4', 'daum.net', '기독교']: 1.5423

['169', '김**', '남성', '160.0~170.0', '60.0~70.0', 'A형', '1965******', '*********', '*************', 'yahoo.com', '불교']
=> ['169', '김종협', '남성', '168.1', '62.9', 'A형', '1965-06-05', '2627-9919', 'iu1p9d2l7', 'yahoo.com', '불교']: 4.1993
