CORRECT LIST
['2665', '이**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'B형', '1950****', '*************', '*************', 'daum.net', '기독교', '새마을금고', '4-14384616703-3', '3']
['27742', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1977****', '*************', '*************', 'daum.net', '무교', '국민은행', '777878-09-988677', '2']
['30665', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1977****', '*************', '*************', 'daum.net', '무교', '수협중앙회', '2967-4748-6128', '3']
['3984', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1978****', '*************', '*************', 'gmail.com', '무교', '우리은행', '1895-900-968590', '9']
['17359', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1978****', '*************', '*************', 'gmail.com', '무교', '외환은행', '498-448606-808', '4']
['39706', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1979****', '*************', '*************', 'naver.com', '불교', '새마을금고', '2-15844608842-0', '9']
['12144', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1979****', '*************', '*************', 'yahoo.com', '무교', '외환은행', '657-471652-958', '8']
['32083', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1979****', '*************', '*************', 'gmail.com', '천주교', '한국씨티은행', '488-033840-603', '9']
['24300', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1979****', '*************', '*************', 'daum.net', '천주교', '새마을금고', '3-75999221794-0', '4']
['11104', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1980****', '*************', '*************', 'naver.com', '천주교', '기업은행', '254-904078-53-227', '6']
['22608', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1980****', '*************', '*************', 'yahoo.com', '무교', '새마을금고', '4-89959096174-1', '3']
['39932', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1980****', '*************', '*************', 'gmail.com', '불교', '신한은행', '036-093-890488', '7']
['3379', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1981****', '*************', '*************', 'daum.net', '불교', '우리은행', '6701-499-869141', '7']
['28881', '김**', '여성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1981****', '*************', '*************', 'gmail.com', '기독교', 'NH농협', '572-8604-106-99', '4']
['20586', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1981****', '*************', '*************', 'gmail.com', '천주교', '하나은행', '645-695045-21007', '6']
['33910', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1981****', '*************', '*************', 'gmail.com', '무교', '하나은행', '302-074463-62727', '2']
['19951', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1981****', '*************', '*************', 'gmail.com', '무교', '신한은행', '864-686-107453', '2']
['2074', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1981****', '*************', '*************', 'daum.net', '불교', '스탠다드(제일)', '420-97-847201', '4']
['7469', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1981****', '*************', '*************', 'daum.net', '무교', '새마을금고', '1-53102674580-8', '3']
['18098', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1981****', '*************', '*************', 'daum.net', '무교', 'NH농협', '996-3791-329-86', '8']
['20374', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1982****', '*************', '*************', 'gmail.com', '불교', '한국씨티은행', '806-804426-506', '7']
['3196', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1982****', '*************', '*************', 'gmail.com', '기독교', '하나은행', '045-259225-41157', '7']
['5934', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1982****', '*************', '*************', 'gmail.com', '무교', '외환은행', '238-593023-644', '7']
['24285', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1982****', '*************', '*************', 'yahoo.com', '무교', '한국씨티은행', '989-892525-289', '9']
['774', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1982****', '*************', '*************', 'gmail.com', '무교', '국민은행', '417593-58-642478', '4']
['9909', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1982****', '*************', '*************', 'naver.com', '무교', '국민은행', '531445-04-796582', '4']
['37393', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1982****', '*************', '*************', 'daum.net', '불교', '외환은행', '158-442325-933', '9']
['13834', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1982****', '*************', '*************', 'gmail.com', '불교', '외환은행', '606-727657-725', '6']
['15331', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1982****', '*************', '*************', 'yahoo.com', '무교', '신한은행', '918-011-729237', '3']
['28795', '최**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1982****', '*************', '*************', 'yahoo.com', '불교', '하나은행', '918-968275-04899', '5']
['38612', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1983****', '*************', '*************', 'daum.net', '무교', '수협중앙회', '9317-0544-2822', '2']
['14719', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1983****', '*************', '*************', 'daum.net', '무교', '한국씨티은행', '596-571575-538', '3']
['22802', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1983****', '*************', '*************', 'yahoo.com', '무교', '외환은행', '689-101162-481', '5']
['24388', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1983****', '*************', '*************', 'naver.com', '기독교', '신한은행', '930-049-591845', '1']
['15319', '전**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1983****', '*************', '*************', 'daum.net', '불교', '신한은행', '010-447-980507', '3']
['15339', '전**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1983****', '*************', '*************', 'yahoo.com', '무교', '하나은행', '667-480563-18492', '4']
['26026', '김**', '여성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1984****', '*************', '*************', 'gmail.com', '무교', '하나은행', '687-084665-29580', '7']
['35536', '김**', '여성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1984****', '*************', '*************', 'yahoo.com', '무교', '우리은행', '3477-426-862251', '9']
['36118', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1984****', '*************', '*************', 'gmail.com', '무교', '하나은행', '358-647385-87848', '6']
['27719', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1984****', '*************', '*************', 'naver.com', '무교', '기업은행', '030-687303-26-928', '4']
['31313', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1984****', '*************', '*************', 'daum.net', '기독교', 'NH농협', '477-5036-793-36', '9']
['24352', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1984****', '*************', '*************', 'daum.net', '기독교', '기업은행', '956-241603-79-614', '6']
['705', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1984****', '*************', '*************', 'naver.com', '기독교', '새마을금고', '7-29668308555-6', '5']
['13733', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1984****', '*************', '*************', 'gmail.com', '무교', '하나은행', '149-832717-55371', '5']
['33609', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1984****', '*************', '*************', 'daum.net', '불교', '한국씨티은행', '279-817321-269', '6']
['7390', '강**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1985****', '*************', '*************', 'daum.net', '무교', '기업은행', '862-844850-40-290', '1']
['9790', '강**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1985****', '*************', '*************', 'daum.net', '무교', '새마을금고', '5-58500874615-5', '9']
['13080', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1985****', '*************', '*************', 'gmail.com', '무교', '신한은행', '493-577-358483', '6']
['14027', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1985****', '*************', '*************', 'yahoo.com', '불교', '신한은행', '207-253-944203', '6']
['22951', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1985****', '*************', '*************', 'yahoo.com', '불교', '수협중앙회', '0705-0443-6456', '1']
['990', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1985****', '*************', '*************', 'gmail.com', '무교', 'NH농협', '319-9420-300-14', '8']
['2173', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1985****', '*************', '*************', 'yahoo.com', '기독교', '우리은행', '5039-055-013040', '3']
['10794', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1985****', '*************', '*************', 'naver.com', '기독교', 'NH농협', '280-2955-564-58', '6']
['12841', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1985****', '*************', '*************', 'yahoo.com', '불교', '기업은행', '417-017699-36-128', '7']
['23334', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1985****', '*************', '*************', 'yahoo.com', '무교', '새마을금고', '2-70800966362-4', '4']
['27983', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1985****', '*************', '*************', 'gmail.com', '불교', '스탠다드(제일)', '902-06-965672', '4']
['23183', '김**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'AB형', '1986****', '*************', '*************', 'daum.net', '불교', '하나은행', '376-842870-73619', '7']
['342', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1986****', '*************', '*************', 'gmail.com', '기독교', '기업은행', '139-542538-39-194', '1']
['19144', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1986****', '*************', '*************', 'naver.com', '천주교', '스탠다드(제일)', '031-64-519645', '4']
['30569', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1986****', '*************', '*************', 'naver.com', '무교', '기업은행', '252-520977-47-933', '8']
['21715', '박**', '여성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1986****', '*************', '*************', 'gmail.com', '불교', '신한은행', '703-840-616722', '3']
['18204', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1986****', '*************', '*************', 'yahoo.com', '불교', '외환은행', '556-828881-670', '3']
['2136', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1987****', '*************', '*************', 'yahoo.com', '기독교', '스탠다드(제일)', '708-15-093937', '9']
['16106', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1987****', '*************', '*************', 'daum.net', '무교', '한국씨티은행', '343-532740-077', '6']
['29119', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1987****', '*************', '*************', 'gmail.com', '기독교', '수협중앙회', '4364-7563-9369', '2']
['30976', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1987****', '*************', '*************', 'yahoo.com', '무교', '스탠다드(제일)', '668-26-853855', '4']
['11265', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1987****', '*************', '*************', 'yahoo.com', '천주교', '국민은행', '292642-69-018525', '2']
['31947', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1987****', '*************', '*************', 'yahoo.com', '불교', '기업은행', '820-793547-47-637', '4']
['27013', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1987****', '*************', '*************', 'daum.net', '천주교', '수협중앙회', '7905-6775-6045', '5']
['129', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1988****', '*************', '*************', 'daum.net', '불교', '신한은행', '605-093-730341', '6']
['25064', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1988****', '*************', '*************', 'yahoo.com', '기독교', 'NH농협', '918-0421-000-13', '9']
['6441', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1988****', '*************', '*************', 'yahoo.com', '무교', '외환은행', '757-985145-894', '2']
['7770', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1988****', '*************', '*************', 'naver.com', '기독교', 'NH농협', '489-6903-279-50', '1']
['19509', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1988****', '*************', '*************', 'yahoo.com', '무교', '외환은행', '383-887394-689', '2']
['1100', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1988****', '*************', '*************', 'naver.com', '기독교', '하나은행', '182-905331-78737', '6']
['36969', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1988****', '*************', '*************', 'gmail.com', '무교', '신한은행', '632-354-552131', '2']
['25849', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1989****', '*************', '*************', 'naver.com', '무교', '우리은행', '9072-877-135639', '7']
['886', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1989****', '*************', '*************', 'yahoo.com', '불교', '신한은행', '441-797-429814', '8']
['2321', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1989****', '*************', '*************', 'naver.com', '무교', '스탠다드(제일)', '130-42-365960', '4']
['21130', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1989****', '*************', '*************', 'gmail.com', '기독교', 'NH농협', '557-0085-362-35', '6']
['30473', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1989****', '*************', '*************', 'daum.net', '천주교', '수협중앙회', '8091-5397-3759', '4']
['29743', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1990****', '*************', '*************', 'gmail.com', '불교', '스탠다드(제일)', '065-32-154354', '6']
['37083', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1990****', '*************', '*************', 'gmail.com', '무교', '하나은행', '847-547572-82405', '1']
['20697', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1990****', '*************', '*************', 'daum.net', '무교', '기업은행', '972-278591-43-866', '8']
['901', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1991****', '*************', '*************', 'gmail.com', '무교', 'NH농협', '197-2153-938-50', '1']
['13323', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1991****', '*************', '*************', 'yahoo.com', '불교', '신한은행', '835-055-818247', '9']
['34364', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1991****', '*************', '*************', 'naver.com', '무교', '우리은행', '0143-944-931017', '1']
['12247', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1991****', '*************', '*************', 'gmail.com', '무교', 'NH농협', '251-8214-617-40', '4']
['14674', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1991****', '*************', '*************', 'daum.net', '불교', '새마을금고', '5-85851025861-1', '7']
['6271', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1992****', '*************', '*************', 'yahoo.com', '기독교', '한국씨티은행', '979-987564-993', '9']
['13096', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1992****', '*************', '*************', 'naver.com', '기독교', '새마을금고', '7-39730651459-3', '7']
['29734', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1992****', '*************', '*************', 'naver.com', '무교', '국민은행', '554324-16-549494', '4']
['10941', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1992****', '*************', '*************', 'daum.net', '무교', '하나은행', '978-556019-67599', '7']
['17021', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1992****', '*************', '*************', 'daum.net', '무교', '신한은행', '845-545-644359', '4']
['21111', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1992****', '*************', '*************', 'daum.net', '기독교', '한국씨티은행', '455-382459-061', '2']
['6812', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1992****', '*************', '*************', 'naver.com', '불교', '새마을금고', '0-27792154843-1', '5']
['27158', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1992****', '*************', '*************', 'daum.net', '기독교', '새마을금고', '5-90491623512-7', '4']
['38415', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1993****', '*************', '*************', 'gmail.com', '무교', '기업은행', '498-400128-47-563', '8']
['1972', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1993****', '*************', '*************', 'daum.net', '무교', 'NH농협', '928-2366-311-08', '5']
['16508', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1993****', '*************', '*************', 'gmail.com', '무교', '신한은행', '929-248-210131', '2']
['21024', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1993****', '*************', '*************', 'yahoo.com', '무교', '하나은행', '339-366849-56760', '5']
['16365', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1993****', '*************', '*************', 'gmail.com', '불교', '국민은행', '836121-80-392732', '9']
['33000', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1993****', '*************', '*************', 'daum.net', '기독교', '새마을금고', '5-70722953067-0', '1']
['4657', '박**', '여성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1994****', '*************', '*************', 'daum.net', '기독교', '새마을금고', '1-97098135735-5', '7']
['7201', '박**', '여성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1994****', '*************', '*************', 'naver.com', '기독교', '외환은행', '727-427286-104', '5']
['23750', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1994****', '*************', '*************', 'daum.net', '무교', '수협중앙회', '8324-1057-7410', '9']
['8017', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1994****', '*************', '*************', 'daum.net', '무교', '국민은행', '783411-02-010472', '8']
['28255', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1994****', '*************', '*************', 'gmail.com', '기독교', '수협중앙회', '7284-4255-2087', '9']
['38734', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1994****', '*************', '*************', 'yahoo.com', '기독교', '스탠다드(제일)', '999-79-957431', '3']
['1436', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1994****', '*************', '*************', 'daum.net', '기독교', '기업은행', '465-765782-97-360', '1']
['9905', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1994****', '*************', '*************', 'gmail.com', '무교', '국민은행', '475098-91-311014', '4']
['23081', '장**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1994****', '*************', '*************', 'daum.net', '무교', '스탠다드(제일)', '125-36-994286', '4']
['25248', '장**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1994****', '*************', '*************', 'yahoo.com', '불교', '새마을금고', '2-48177340617-7', '9']
['16434', '정**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1994****', '*************', '*************', 'naver.com', '무교', '우리은행', '9124-064-798368', '4']
['17500', '정**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1994****', '*************', '*************', 'naver.com', '불교', '신한은행', '509-083-716557', '6']
['12002', '조**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1994****', '*************', '*************', 'gmail.com', '불교', 'NH농협', '396-0144-624-91', '7']
['37371', '조**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1994****', '*************', '*************', 'daum.net', '무교', '수협중앙회', '6130-1625-1815', '9']
['26246', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1995****', '*************', '*************', 'yahoo.com', '기독교', '새마을금고', '5-45036671222-2', '4']
['39212', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1995****', '*************', '*************', 'naver.com', '무교', '우리은행', '4539-309-839969', '9']
['17024', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1995****', '*************', '*************', 'daum.net', '무교', 'NH농협', '356-9151-469-15', '8']
['34812', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1995****', '*************', '*************', 'daum.net', '불교', 'NH농협', '281-3060-185-74', '3']
['4457', '임**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1995****', '*************', '*************', 'naver.com', '기독교', '새마을금고', '4-65431842586-1', '5']
['14756', '임**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1995****', '*************', '*************', 'gmail.com', '무교', '수협중앙회', '3252-2386-5182', '2']
['3679', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1996****', '*************', '*************', 'naver.com', '무교', '신한은행', '685-167-438607', '5']
['11274', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1996****', '*************', '*************', 'daum.net', '무교', '수협중앙회', '7254-7450-9493', '1']
['21384', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1996****', '*************', '*************', 'gmail.com', '무교', '스탠다드(제일)', '323-83-154024', '7']
['38631', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1996****', '*************', '*************', 'gmail.com', '불교', '국민은행', '351003-16-176561', '6']
['16370', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1996****', '*************', '*************', 'daum.net', '불교', '신한은행', '603-311-680643', '6']
['8358', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1996****', '*************', '*************', 'yahoo.com', '기독교', '하나은행', '343-540135-06107', '3']
['27370', '이**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'O형', '1996****', '*************', '*************', 'yahoo.com', '기독교', '한국씨티은행', '676-234487-416', '1']
['28756', '이**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'AB형', '1996****', '*************', '*************', 'yahoo.com', '무교', '스탠다드(제일)', '345-75-567772', '9']
['17248', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1996****', '*************', '*************', 'yahoo.com', '무교', '수협중앙회', '4500-1134-9410', '2']
['37495', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1996****', '*************', '*************', 'gmail.com', '기독교', '스탠다드(제일)', '626-90-614688', '9']
['19532', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1996****', '*************', '*************', 'yahoo.com', '무교', '한국씨티은행', '339-994054-326', '4']
['19664', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1996****', '*************', '*************', 'yahoo.com', '무교', '새마을금고', '6-50508089825-4', '1']
['19084', '정**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1996****', '*************', '*************', 'yahoo.com', '기독교', 'NH농협', '166-1700-949-44', '1']
['16954', '김**', '남성', '[160.0, 170.0[', '[70.0, 80.0[', 'A형', '1948****', '*************', '*************', 'gmail.com', '무교', '한국씨티은행', '029-365904-472', '3']
['33720', '김**', '남성', '[160.0, 170.0[', '[70.0, 80.0[', 'B형', '1952****', '*************', '*************', 'yahoo.com', '불교', '외환은행', '725-324514-912', '9']
['34071', '김**', '남성', '[160.0, 170.0[', '[70.0, 80.0[', 'B형', '1953****', '*************', '*************', 'yahoo.com', '불교', '수협중앙회', '5658-3312-6541', '2']
['3950', '이**', '남성', '[160.0, 170.0[', '[70.0, 80.0[', 'A형', '1959****', '*************', '*************', 'yahoo.com', '천주교', '우리은행', '9543-322-840784', '3']
['8557', '정**', '남성', '[160.0, 170.0[', '[70.0, 80.0[', 'B형', '1960****', '*************', '*************', 'gmail.com', '무교', '기업은행', '860-110846-76-447', '6']
['13268', '김**', '남성', '[160.0, 170.0[', '[70.0, 80.0[', 'AB형', '1971****', '*************', '*************', 'yahoo.com', '기독교', '우리은행', '0439-344-106761', '2']
['29248', '김**', '남성', '[160.0, 170.0[', '[70.0, 80.0[', 'O형', '1978****', '*************', '*************', 'naver.com', '무교', '신한은행', '227-580-413827', '7']
['37611', '이**', '남성', '[170.0, 180.0[', '[70.0, 80.0[', 'O형', '1979****', '*************', '*************', 'gmail.com', '무교', '수협중앙회', '7865-3806-3759', '3']
['4470', '김**', '남성', '[160.0, 170.0[', '[70.0, 80.0[', 'O형', '1986****', '*************', '*************', 'daum.net', '무교', '외환은행', '077-194794-886', '7']
['11319', '김**', '남성', '[160.0, 170.0[', '[70.0, 80.0[', 'B형', '1986****', '*************', '*************', 'daum.net', '무교', '국민은행', '976950-09-813376', '3']
total: 4278
correct: 788
percentage: 18.41982234689107%
