CORRECT LIST
['14884', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'B형', '1954****', '*************', '*************', 'gmail.com', '불교', '한국체육대학교', '의학', '1.16']
['15497', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1980****', '*************', '*************', 'naver.com', '기독교', '가톨릭대학교', '교육', '0.66']
['29079', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1980****', '*************', '*************', 'yahoo.com', '무교', '숭실대학교', '예체능', '2.41']
['30803', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1980****', '*************', '*************', 'yahoo.com', '무교', '추계예술대학교', '인문', '2.05']
['15220', '박**', '여성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1980****', '*************', '*************', 'yahoo.com', '무교', '서울시립대학교', '교육', '4.35']
['39932', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1980****', '*************', '*************', 'gmail.com', '불교', '동국대학교', '사회', '4.16']
['14369', '정**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1980****', '*************', '*************', 'naver.com', '불교', '경기대학교', '교육', '2']
['19323', '정**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1980****', '*************', '*************', 'naver.com', '무교', '동국대학교', '자연', '2.32']
['23832', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1981****', '*************', '*************', 'yahoo.com', '불교', '서울과학기술대학교', '예체능', '4.03']
['28881', '김**', '여성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1981****', '*************', '*************', 'gmail.com', '기독교', '서울교육대학교', '자연', '1.67']
['29904', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1981****', '*************', '*************', 'naver.com', '무교', '세종대학교', '의학', '1.28']
['17297', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1981****', '*************', '*************', 'daum.net', '무교', 'KAIST', '의학', '3.42']
['20586', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1981****', '*************', '*************', 'gmail.com', '천주교', '성신여자대학교', '법학', '3.33']
['31677', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1981****', '*************', '*************', 'daum.net', '무교', '한영신학대학교', '법학', '1.01']
['1261', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1981****', '*************', '*************', 'naver.com', '무교', '성균관대학교', '의학', '3.42']
['32961', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1981****', '*************', '*************', 'yahoo.com', '무교', '성신여자대학교', '예체능', '1.05']
['38865', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1981****', '*************', '*************', 'daum.net', '무교', '중앙대학교', '자연', '1.12']
['12850', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1981****', '*************', '*************', 'gmail.com', '무교', '경희대학교', '교육', '0.53']
['13727', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1981****', '*************', '*************', 'daum.net', '기독교', '연세대학교', '예체능', '3.22']
['20374', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1982****', '*************', '*************', 'gmail.com', '불교', '서울대학교', '교육', '3.32']
['24491', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1982****', '*************', '*************', 'naver.com', '불교', '서울여자대학교', '인문', '1.12']
['5934', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1982****', '*************', '*************', 'gmail.com', '무교', '덕성자대학교', '자연', '3.52']
['24285', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1982****', '*************', '*************', 'yahoo.com', '무교', '서울시립대학교', '예체능', '3.7']
['757', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1982****', '*************', '*************', 'yahoo.com', '기독교', '한양대학교', '사회', '3.62']
['7257', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1982****', '*************', '*************', 'gmail.com', '기독교', '성균관대학교', '법학', '1.38']
['18313', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1982****', '*************', '*************', 'naver.com', '무교', '서울시립대학교', '자연', '3.62']
['21901', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1983****', '*************', '*************', 'yahoo.com', '기독교', '총신대학교', '인문', '1.8']
['24462', '김**', '여성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1983****', '*************', '*************', 'daum.net', '불교', 'KAIST', '공학', '1.17']
['14719', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1983****', '*************', '*************', 'daum.net', '무교', '한영신학대학교', '인문', '3.44']
['22802', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1983****', '*************', '*************', 'yahoo.com', '무교', '중앙대학교', '사회', '0.73']
['24388', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1983****', '*************', '*************', 'naver.com', '기독교', '성균관대학교', '법학', '1.48']
['34506', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1983****', '*************', '*************', 'naver.com', '무교', '한영신학대학교', '사회', '0.69']
['11994', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1984****', '*************', '*************', 'daum.net', '무교', '서울시립대학교', '공학', '3.42']
['20926', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1984****', '*************', '*************', 'yahoo.com', '무교', '세종대학교', '예체능', '0.66']
['34095', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1984****', '*************', '*************', 'daum.net', '무교', '삼육대학교', '공학', '2.63']
['20414', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1984****', '*************', '*************', 'yahoo.com', '무교', '서울교육대학교', '사회', '2.34']
['27859', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1984****', '*************', '*************', 'daum.net', '무교', '숭실대학교', '교육', '2.99']
['11330', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1984****', '*************', '*************', 'gmail.com', '불교', '한국성서대학교', '자연', '2.21']
['36823', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1984****', '*************', '*************', 'yahoo.com', '불교', '이화여자대학', '사회', '0.92']
['2139', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1985****', '*************', '*************', 'yahoo.com', '무교', '가톨릭대학교', '자연', '4.23']
['14789', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1985****', '*************', '*************', 'gmail.com', '무교', '홍익대학교', '공학', '1.55']
['33924', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1985****', '*************', '*************', 'naver.com', '무교', '광운대학교', '자연', '2.79']
['22951', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1985****', '*************', '*************', 'yahoo.com', '불교', '연세대학교', '인문', '3.31']
['323', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1985****', '*************', '*************', 'naver.com', '불교', '성신여자대학교', '공학', '3.4']
['990', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1985****', '*************', '*************', 'gmail.com', '무교', '추계예술대학교', '인문', '0.09']
['15835', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1985****', '*************', '*************', 'gmail.com', '불교', '한국외국어대학교', '자연', '1.06']
['2173', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1985****', '*************', '*************', 'yahoo.com', '기독교', '한양대학교', '법학', '0.32']
['5297', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1985****', '*************', '*************', 'yahoo.com', '불교', '고려대학교', '인문', '2.78']
['12841', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1985****', '*************', '*************', 'yahoo.com', '불교', '세종대학교', '예체능', '2.92']
['25257', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1985****', '*************', '*************', 'gmail.com', '불교', '성공회대학교', '법학', '2.22']
['38273', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1985****', '*************', '*************', 'naver.com', '기독교', '상명대학교', '자연', '3.86']
['23183', '김**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'AB형', '1986****', '*************', '*************', 'daum.net', '불교', '성균관대학교', '인문', '2.56']
['15100', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1986****', '*************', '*************', 'yahoo.com', '불교', '동덕여자대학교', '예체능', '2.58']
['15606', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1986****', '*************', '*************', 'yahoo.com', '무교', '서울교육대학교', '법학', '2.87']
['30569', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1986****', '*************', '*************', 'naver.com', '무교', '상명대학교', '인문', '0.31']
['5613', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1986****', '*************', '*************', 'daum.net', '기독교', '한국방송통신대학교', '의학', '0.52']
['11519', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1986****', '*************', '*************', 'naver.com', '무교', '중앙대학교', '예체능', '1.04']
['39891', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1986****', '*************', '*************', 'naver.com', '천주교', '한양대학교', '의학', '3.85']
['18204', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1986****', '*************', '*************', 'yahoo.com', '불교', '홍익대학교', '사회', '3.35']
['35786', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1986****', '*************', '*************', 'daum.net', '무교', '총신대학교', '인문', '1.61']
['11777', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1987****', '*************', '*************', 'gmail.com', '불교', '경희대학교', '법학', '1.85']
['28475', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1987****', '*************', '*************', 'naver.com', '기독교', '경기대학교', '인문', '3.37']
['8325', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1987****', '*************', '*************', 'gmail.com', '무교', '한양대학교', '교육', '3.71']
['8885', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1987****', '*************', '*************', 'naver.com', '불교', '성균관대학교', '인문', '0.92']
['16106', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1987****', '*************', '*************', 'daum.net', '무교', '서강대학교', '의학', '2.29']
['33742', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1987****', '*************', '*************', 'gmail.com', '불교', '광운대학교', '자연', '3.6']
['33380', '이**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'O형', '1987****', '*************', '*************', 'naver.com', '불교', '경기대학교', '법학', '0.9']
['37118', '이**', '남성', '[150.0, 160.0[', '[60.0, 70.0[', 'B형', '1987****', '*************', '*************', 'yahoo.com', '무교', '동국대학교', '교육', '2.22']
['2581', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1987****', '*************', '*************', 'yahoo.com', '무교', '숭실대학교', '예체능', '1.4']
['29362', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1987****', '*************', '*************', 'gmail.com', '무교', '총신대학교', '의학', '2.53']
['37286', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1987****', '*************', '*************', 'yahoo.com', '무교', '덕성자대학교', '의학', '4.31']
['7292', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1988****', '*************', '*************', 'daum.net', '무교', '서울여자대학교', '법학', '2.59']
['4485', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1988****', '*************', '*************', 'daum.net', '불교', '장로회신학대학교', '사회', '3.76']
['7770', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1988****', '*************', '*************', 'naver.com', '기독교', '한양대학교', '자연', '3.05']
['7635', '이**', '여성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1988****', '*************', '*************', 'naver.com', '무교', '한영신학대학교', '의학', '4']
['9989', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1988****', '*************', '*************', 'naver.com', '기독교', '한국체육대학교', '법학', '2.92']
['32464', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1988****', '*************', '*************', 'naver.com', '무교', '경기대학교', '인문', '2.89']
['6653', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1988****', '*************', '*************', 'gmail.com', '무교', '연세대학교', '자연', '1.25']
['32742', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1988****', '*************', '*************', 'yahoo.com', '무교', '서강대학교', '인문', '0.83']
['29111', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1989****', '*************', '*************', 'daum.net', '기독교', '한성대학교', '인문', '3.79']
['14020', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1989****', '*************', '*************', 'daum.net', '기독교', '숙명여자대학교', '예체능', '0.64']
['16913', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1989****', '*************', '*************', 'gmail.com', '기독교', '명지대학교', '의학', '2.08']
['25849', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1989****', '*************', '*************', 'naver.com', '무교', '그리스도대학교', '공학', '4.4']
['21130', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1989****', '*************', '*************', 'gmail.com', '기독교', '광운대학교', '인문', '1.03']
['8788', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1989****', '*************', '*************', 'gmail.com', '무교', '이화여자대학', '예체능', '0.18']
['24525', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1989****', '*************', '*************', 'gmail.com', '무교', '상명대학교', '사회', '4.22']
['14929', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1990****', '*************', '*************', 'naver.com', '불교', '중앙대학교', '인문', '1.54']
['18104', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1990****', '*************', '*************', 'naver.com', '무교', '성균관대학교', '공학', '3.13']
['37348', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1990****', '*************', '*************', 'yahoo.com', '기독교', '서울교육대학교', '자연', '2.27']
['8933', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1990****', '*************', '*************', 'yahoo.com', '기독교', '추계예술대학교', '예체능', '1.23']
['16822', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1990****', '*************', '*************', 'naver.com', '불교', '서경대학교', '법학', '0.61']
['29743', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1990****', '*************', '*************', 'gmail.com', '불교', '국민대학교', '법학', '1.26']
['17699', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1990****', '*************', '*************', 'yahoo.com', '천주교', '중앙대학교', '자연', '2.71']
['31262', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1990****', '*************', '*************', 'yahoo.com', '무교', '한국성서대학교', '예체능', '1.16']
['5022', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1991****', '*************', '*************', 'daum.net', '기독교', '한국체육대학교', '인문', '2.35']
['11055', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1991****', '*************', '*************', 'daum.net', '무교', '국민대학교', '교육', '1.4']
['16792', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1991****', '*************', '*************', 'daum.net', '무교', '건국대학교', '법학', '4.3']
['8366', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1991****', '*************', '*************', 'daum.net', '무교', '총신대학교', '의학', '0.91']
['18636', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1991****', '*************', '*************', 'naver.com', '무교', '삼육대학교', '의학', '1.54']
['1162', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1992****', '*************', '*************', 'yahoo.com', '무교', '가톨릭대학교', '의학', '3.88']
['31461', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1992****', '*************', '*************', 'gmail.com', '무교', '서울시립대학교', '공학', '3.82']
['34956', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1992****', '*************', '*************', 'yahoo.com', '기독교', '한국방송통신대학교', '자연', '0.02']
['25457', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1992****', '*************', '*************', 'yahoo.com', '불교', '총신대학교', '의학', '0.53']
['12166', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1992****', '*************', '*************', 'daum.net', '무교', '서강대학교', '법학', '3.79']
['17043', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1992****', '*************', '*************', 'naver.com', '무교', '추계예술대학교', '예체능', '0.15']
['22280', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1992****', '*************', '*************', 'gmail.com', '불교', '홍익대학교', '예체능', '3.86']
['27158', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1992****', '*************', '*************', 'daum.net', '기독교', '추계예술대학교', '공학', '3.93']
['33239', '김**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'AB형', '1993****', '*************', '*************', 'yahoo.com', '불교', '홍익대학교', '법학', '2']
['35405', '김**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'A형', '1993****', '*************', '*************', 'gmail.com', '무교', '삼육대학교', '공학', '3.46']
['30518', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1993****', '*************', '*************', 'gmail.com', '무교', '한국외국어대학교', '교육', '3.01']
['38415', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1993****', '*************', '*************', 'gmail.com', '무교', '한양대학교', '교육', '4.47']
['16508', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1993****', '*************', '*************', 'gmail.com', '무교', '한양대학교', '법학', '0.22']
['4228', '문**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1993****', '*************', '*************', 'naver.com', '무교', '감리교신학대학교', '예체능', '4.4']
['32120', '문**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1993****', '*************', '*************', 'yahoo.com', '무교', 'KAIST', '인문', '3.82']
['28462', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1993****', '*************', '*************', 'gmail.com', '무교', '동덕여자대학교', '예체능', '0.11']
['15830', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1993****', '*************', '*************', 'yahoo.com', '무교', '경기대학교', '자연', '1.42']
['34767', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1994****', '*************', '*************', 'gmail.com', '무교', '서경대학교', '인문', '0.68']
['1825', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1994****', '*************', '*************', 'yahoo.com', '불교', '동국대학교', '인문', '1.85']
['8128', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1994****', '*************', '*************', 'daum.net', '불교', '가톨릭대학교', '법학', '4.49']
['34020', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1994****', '*************', '*************', 'naver.com', '불교', '추계예술대학교', '의학', '3.05']
['8017', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1994****', '*************', '*************', 'daum.net', '무교', '덕성자대학교', '공학', '1.86']
['28255', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1994****', '*************', '*************', 'gmail.com', '기독교', '이화여자대학', '공학', '2.05']
['8649', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1994****', '*************', '*************', 'yahoo.com', '무교', '서경대학교', '사회', '2.71']
['9319', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1994****', '*************', '*************', 'yahoo.com', '무교', '총신대학교', '법학', '3.16']
['14889', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1994****', '*************', '*************', 'yahoo.com', '불교', '건국대학교', '예체능', '1.02']
['23824', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1994****', '*************', '*************', 'daum.net', '기독교', '성균관대학교', '인문', '3.42']
['25339', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1994****', '*************', '*************', 'gmail.com', '불교', '육군사관학교', '자연', '0.52']
['25248', '장**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1994****', '*************', '*************', 'yahoo.com', '불교', '숙명여자대학교', '공학', '2.8']
['3932', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1995****', '*************', '*************', 'daum.net', '무교', '총신대학교', '공학', '2.91']
['28339', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1995****', '*************', '*************', 'gmail.com', '무교', '홍익대학교', '예체능', '1.95']
['11639', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1995****', '*************', '*************', 'daum.net', '무교', '한영신학대학교', '자연', '0.43']
['26183', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1995****', '*************', '*************', 'daum.net', '무교', '성공회대학교', '예체능', '3.67']
['11997', '최**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1995****', '*************', '*************', 'gmail.com', '기독교', '그리스도대학교', '법학', '2.16']
['29497', '최**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1995****', '*************', '*************', 'yahoo.com', '기독교', '한국방송통신대학교', '예체능', '3.79']
['3679', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1996****', '*************', '*************', 'naver.com', '무교', '이화여자대학', '자연', '1.57']
['21384', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1996****', '*************', '*************', 'gmail.com', '무교', 'KAIST', '예체능', '4.35']
['25105', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1996****', '*************', '*************', 'gmail.com', '기독교', '한영신학대학교', '자연', '2.24']
['38311', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1996****', '*************', '*************', 'naver.com', '천주교', '동국대학교', '예체능', '3.67']
['38631', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1996****', '*************', '*************', 'gmail.com', '불교', '세종대학교', '예체능', '3.27']
['35481', '김**', '여성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1996****', '*************', '*************', 'naver.com', '기독교', '서울시립대학교', '법학', '1.72']
['38951', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1996****', '*************', '*************', 'gmail.com', '불교', '장로회신학대학교', '예체능', '0.15']
['11888', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1996****', '*************', '*************', 'daum.net', '무교', '성신여자대학교', '인문', '1.33']
['37495', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1996****', '*************', '*************', 'gmail.com', '기독교', '이화여자대학', '의학', '3.55']
['31669', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1996****', '*************', '*************', 'gmail.com', '무교', '서울여자대학교', '자연', '0.17']
['14292', '김**', '남성', '[160.0, 170.0[', '[70.0, 80.0[', 'A형', '1953****', '*************', '*************', 'yahoo.com', '무교', '서강대학교', '의학', '3.9']
['9727', '김**', '남성', '[170.0, 180.0[', '[70.0, 80.0[', 'A형', '1957****', '*************', '*************', 'daum.net', '불교', '한영신학대학교', '사회', '2.04']
['38479', '김**', '남성', '[170.0, 180.0[', '[70.0, 80.0[', 'O형', '1957****', '*************', '*************', 'daum.net', '기독교', 'KAIST', '자연', '4.38']
['4958', '김**', '남성', '[170.0, 180.0[', '[70.0, 80.0[', 'A형', '1958****', '*************', '*************', 'gmail.com', '무교', '동덕여자대학교', '자연', '1.26']
['6003', '김**', '남성', '[170.0, 180.0[', '[70.0, 80.0[', 'B형', '1958****', '*************', '*************', 'yahoo.com', '무교', '서울여자대학교', '공학', '3.82']
['2892', '김**', '남성', '[160.0, 170.0[', '[70.0, 80.0[', 'B형', '1969****', '*************', '*************', 'gmail.com', '무교', '상명대학교', '의학', '2.27']
['38588', '김**', '남성', '[160.0, 170.0[', '[70.0, 80.0[', 'O형', '1969****', '*************', '*************', 'naver.com', '불교', '서강대학교', '공학', '4.44']
['14447', '김**', '남성', '[170.0, 180.0[', '[70.0, 80.0[', 'A형', '1970****', '*************', '*************', 'naver.com', '기독교', '서울대학교', '사회', '2.46']
['38118', '김**', '남성', '[170.0, 180.0[', '[70.0, 80.0[', 'A형', '1970****', '*************', '*************', 'gmail.com', '기독교', 'KAIST', '교육', '2.21']
['338', '김**', '남성', '[160.0, 170.0[', '[70.0, 80.0[', 'A형', '1972****', '*************', '*************', 'gmail.com', '불교', '총신대학교', '예체능', '4.09']
['5324', '김**', '남성', '[160.0, 170.0[', '[70.0, 80.0[', 'A형', '1972****', '*************', '*************', 'naver.com', '무교', '한성대학교', '인문', '3.08']
['9000', '김**', '남성', '[170.0, 180.0[', '[70.0, 80.0[', 'B형', '1974****', '*************', '*************', 'yahoo.com', '천주교', '서강대학교', '교육', '0.48']
['27224', '김**', '남성', '[170.0, 180.0[', '[70.0, 80.0[', 'A형', '1974****', '*************', '*************', 'daum.net', '불교', '서경대학교', '예체능', '1.02']
['1855', '김**', '남성', '[160.0, 170.0[', '[70.0, 80.0[', 'O형', '1979****', '*************', '*************', 'yahoo.com', '무교', '한국외국어대학교', '의학', '1.28']
['23727', '김**', '남성', '[160.0, 170.0[', '[70.0, 80.0[', 'AB형', '1986****', '*************', '*************', 'daum.net', '무교', '동덕여자대학교', '예체능', '1.18']
['14359', '김**', '남성', '[170.0, 180.0[', '[70.0, 80.0[', 'O형', '1991****', '*************', '*************', 'daum.net', '기독교', '서울기독대학교', '의학', '0.32']
['33585', '김**', '남성', '[170.0, 180.0[', '[70.0, 80.0[', 'A형', '1991****', '*************', '*************', 'yahoo.com', '기독교', '국민대학교', '교육', '3.46']
total: 4303
correct: 816
percentage: 18.963513827562167%
