No,이름,성별,신장,체중,혈액형,생일,전화번호,이메일아이디,이메일도메인,종교관,IP,MAC
1836,류우성,여성,154.6,57.3,A형,19670402,010-1068-7893,gv6cnhf8duct,daum.net,무교,138.170.213.105,0e:f7:99:90:32:5f
1842,정훈현,남성,170.0,70.4,O형,19460703,010-6263-7639,evrgm1mj,gmail.com,무교,68.176.232.212,85:d1:50:02:41:56
1852,서훈지,여성,156.3,56.8,A형,19820525,010-6698-9925,krssg9jcl3te,gmail.com,무교,165.224.37.220,06:d8:ea:87:1b:ea
1855,김지서,여성,158.0,48.7,A형,19500703,010-5645-0550,z52ehqwxf7,naver.com,무교,173.239.133.216,ee:db:66:13:1d:5b
1863,엄영우,여성,158.4,56.0,B형,19581006,010-4037-4204,qvfvqfqts,naver.com,무교,121.145.28.116,e8:03:fb:9a:ca:73
1871,이은서,남성,169.4,70.3,A형,19641229,010-8131-3969,rsfax5iyycil5,daum.net,무교,255.204.112.166,0e:0f:ba:69:43:a5
1880,김준훈,여성,151.6,55.7,A형,19600301,010-6476-0739,pyx6hh3upnuo,daum.net,무교,105.122.97.123,99:70:f1:a4:a3:52
1886,이영은,남성,166.8,64.2,A형,19481117,010-7335-0874,fscipa,gmail.com,무교,186.30.142.71,22:da:04:fb:95:c9
1892,김용지,여성,153.7,53.1,AB형,19560226,010-1166-4486,ug1xbfyvvg,yahoo.com,기독교,142.140.183.76,8c:87:38:93:ef:35
1908,김지서,남성,161.7,67.1,A형,19700224,010-8251-0344,xmyq9nm,daum.net,무교,112.236.161.184,f2:94:46:19:7f:9f
1911,안서협,여성,161.4,50.3,O형,19460521,010-5725-2034,trhioq75,daum.net,무교,152.26.98.214,bb:bd:90:61:76:34
1913,장훈우,여성,160.1,61.4,A형,19470727,010-4541-9994,c5k7omx,yahoo.com,천주교,65.14.196.166,53:93:4c:28:77:22
1923,권종진,남성,164.9,64.5,A형,19780602,010-4945-5811,a2cbjky7m,yahoo.com,기독교,174.54.26.145,6c:50:73:db:2d:71
1927,류우훈,남성,163.7,66.7,A형,19510424,010-4624-8883,pjhirricdlxo,yahoo.com,기독교,222.89.224.128,59:7d:0c:8d:58:5d
1952,정진정,여성,160.7,58.4,A형,19580704,010-7450-1251,p6qd9jeapd,yahoo.com,불교,181.74.78.55,d9:02:a3:bc:2d:8f
1955,김성용,남성,166.0,62.2,O형,19850418,010-4556-3836,k14tvrn,naver.com,무교,50.53.57.146,b1:3e:b5:03:4b:46
1956,조용종,남성,178.3,62.0,B형,19740426,010-5117-6665,wif4buijx,gmail.com,무교,178.80.88.132,87:64:c9:bb:d4:38
1957,강지정,여성,158.8,47.1,A형,19960822,010-6944-6462,s53ovhcfrs,yahoo.com,기독교,86.68.135.252,ce:4e:74:fc:b6:77
1959,문서석,여성,163.0,49.5,AB형,19920125,010-3554-7226,vuzwwyr0q,daum.net,기독교,23.220.10.43,8e:c3:ff:82:8f:84
1960,김협희,남성,169.0,70.6,O형,19640601,010-9270-3346,ebbddwpm2g41y,yahoo.com,천주교,167.70.181.100,eb:2e:a7:41:08:f9
1963,홍희훈,여성,152.3,46.2,O형,19631218,010-6319-5846,tf2r9vqt,daum.net,기독교,218.65.89.111,e6:07:6f:f9:ba:74
1969,박우상,여성,152.2,59.8,A형,19530503,010-1938-6154,l31ot13o4,yahoo.com,천주교,102.222.148.57,a6:19:2c:cd:ba:1a
1977,윤지성,여성,145.7,59.6,A형,19850304,010-8897-6535,wkuhns,yahoo.com,무교,57.41.15.99,a7:3e:7a:1a:07:53
1990,성지은,남성,162.4,62.4,AB형,19650407,010-0898-7424,ux2xb35ht8ivt,naver.com,무교,232.174.238.16,25:3b:df:fc:e8:2d
2014,이서남,남성,166.8,67.5,O형,19741223,010-7019-1142,bdwh5ns9f7l5d,gmail.com,기독교,10.170.212.22,37:c6:d1:ce:3e:15
2022,송남성,여성,158.0,55.6,O형,19840716,010-5232-0494,f8gfwy,yahoo.com,무교,140.231.45.180,92:09:09:1a:2c:a3
2032,함현준,여성,156.3,52.6,O형,19860228,010-0197-9970,r2uh6zkii,naver.com,불교,4.80.193.64,ac:0c:0e:39:59:48
2040,김준우,여성,159.9,45.5,A형,19540913,010-3316-9978,h0y86g2,yahoo.com,불교,224.211.138.136,96:af:2b:f8:84:19
2048,김은우,여성,156.8,53.1,O형,19950116,010-0714-7114,qnf59ropqimql,yahoo.com,무교,116.198.68.211,89:cf:0b:29:7d:6d
2060,김진영,남성,171.3,65.2,A형,19900310,010-8282-0199,t8qo798mgyo,gmail.com,무교,213.146.116.231,e5:47:7d:aa:65:a4
2081,조협현,여성,145.9,53.3,B형,19581222,010-9963-3444,p0kj4nb4,naver.com,무교,110.77.25.192,49:8c:74:b5:2e:c3
2090,손협택,남성,164.8,61.2,A형,19850307,010-3354-3909,jzyp4snunv,gmail.com,무교,139.182.214.76,d4:57:7f:e4:97:e1
2091,나희훈,남성,175.1,66.1,O형,19911203,010-9485-4090,y5hl8t,yahoo.com,무교,11.229.37.112,d1:55:8e:5d:2f:64
2101,서서종,여성,161.5,53.2,B형,19621203,010-0924-0716,jxtoy2oh1,naver.com,무교,119.32.163.149,51:2d:98:a7:7a:8d
2104,최서지,남성,165.5,63.5,A형,19891030,010-6388-4771,gli93oszs1lhm,naver.com,불교,225.219.168.208,04:6d:c0:a7:bc:ba
2111,신준지,남성,166.7,65.7,AB형,19660803,010-5636-8368,r6r3hxh5,naver.com,기독교,102.222.60.64,18:30:a3:c7:d0:10
2112,장은우,남성,177.6,67.4,O형,19601007,010-3700-9566,cn2j55c,gmail.com,무교,56.122.199.87,e4:7a:83:a4:bc:66
2120,문준지,여성,157.7,55.3,B형,19680721,010-4875-6564,kzcdapqshus,gmail.com,불교,105.90.81.243,2f:cc:b0:a6:5a:04
2125,배석상,남성,168.2,68.4,B형,19471217,010-4530-1536,tmjmvryssh7r,daum.net,무교,172.79.160.226,57:84:ea:e4:e7:f3
2143,이준훈,여성,146.1,57.1,B형,19950622,010-8122-8002,l7piqhsea6,naver.com,무교,111.64.15.139,45:e5:be:3a:dc:f0
2153,최상준,여성,168.1,53.2,A형,19910323,010-7964-5151,lnw318k,gmail.com,무교,18.155.215.89,1e:b5:2b:81:23:88
2178,한용훈,남성,180.2,70.5,O형,19960818,010-7859-9140,s6jh3um37,daum.net,무교,49.209.252.82,13:d1:76:bc:0c:62
2203,박진준,여성,159.3,55.1,AB형,19830425,010-0521-5699,m23mlnuj,naver.com,무교,75.71.208.241,89:40:c4:23:a0:c2
2210,정희용,여성,164.0,61.1,A형,19650313,010-6754-3029,n2ikqgup5p,yahoo.com,무교,119.200.150.50,dd:d5:e2:b9:71:51
2231,강준용,여성,160.9,54.7,A형,19690508,010-2121-2563,wqjzjb436,gmail.com,무교,12.134.189.14,be:19:fe:1d:a0:8f
2232,남지우,여성,150.1,59.8,AB형,19630828,010-5734-2356,wkkqaxjw3k2a8,yahoo.com,기독교,6.236.86.123,dd:72:38:25:15:63
2240,김상지,남성,166.2,66.8,B형,19950313,010-7187-2033,n7eil4fuh4,gmail.com,무교,211.54.98.147,1c:a2:e9:59:07:76
2246,임우성,여성,148.8,59.7,AB형,19510702,010-3642-5307,aw4d2eou76e,yahoo.com,무교,155.169.231.97,b0:08:0a:c8:4c:a3
2247,한서지,여성,155.0,48.1,A형,19690416,010-0383-3388,q4ef5sqbq,yahoo.com,무교,32.39.66.49,f9:0f:d3:b3:f9:25
2257,김우훈,여성,150.5,42.2,A형,19530524,010-8264-6002,y109ghkuth,gmail.com,불교,155.224.177.68,43:b6:2d:cf:31:4a
2266,성석훈,여성,166.0,60.7,B형,19580610,010-9182-0570,iuktjh4,yahoo.com,불교,181.194.182.117,c1:1c:9a:bf:23:94
2267,강지용,남성,170.0,63.7,B형,19540617,010-7618-4880,csrtkprbs,yahoo.com,기독교,231.121.67.24,3f:53:8b:05:25:32
2322,김준훈,남성,173.6,69.9,B형,19860212,010-3033-5214,c75zi83j28q,daum.net,기독교,173.251.84.99,7c:5f:83:11:d7:d9
2332,최현은,여성,155.2,57.1,A형,19460712,010-5053-6913,pu2b0cf3yl,daum.net,무교,220.55.110.96,df:8c:a1:d0:f0:e4
2338,노덕지,남성,169.3,63.9,O형,19480920,010-9679-8590,c8ewgpm,gmail.com,무교,232.119.20.118,03:22:e8:e6:a2:e9
2342,김은훈,남성,171.8,68.9,A형,19950114,010-3485-2652,vmslyq2y7dro,yahoo.com,불교,161.199.240.90,50:e8:dc:ce:44:e0
2348,손우희,남성,165.6,64.0,B형,19881224,010-0942-1977,oqk5zsh9i5r,daum.net,무교,163.250.210.109,7f:25:78:d9:f9:bc
2353,전상석,여성,153.2,55.6,B형,19700801,010-8581-5988,cql085qlxyyd,naver.com,무교,193.61.107.119,40:3e:13:03:a2:1d
2354,빈정택,여성,154.2,57.0,O형,19720905,010-0322-8665,qz459vq12g3ra,yahoo.com,기독교,227.167.240.21,0c:00:fc:08:f7:87
2370,오서진,여성,158.5,50.7,A형,19761106,010-3123-9220,udwhmfk,naver.com,무교,251.71.174.224,c2:74:9c:86:f2:dd
2395,박서은,여성,158.6,55.9,B형,19511208,010-7554-6125,o20l4djff3,naver.com,무교,201.98.47.251,74:70:56:98:98:d0
2397,이상용,남성,167.6,65.5,O형,19600920,010-6948-5177,t4f45605gk5,daum.net,무교,75.24.198.158,c8:f6:7d:73:a6:2d
2399,이현지,남성,170.4,71.0,B형,19860902,010-1792-1686,v5gjt1zq7qzx,daum.net,불교,216.60.96.26,16:38:3e:71:0b:c4
2403,최은성,남성,175.1,68.9,B형,19660823,010-2812-6643,lnsxppcmrhx,gmail.com,무교,88.47.37.217,24:50:9d:bd:11:c1
2421,한택남,여성,159.7,55.0,AB형,19811102,010-1504-1447,dzzhu7r8,yahoo.com,불교,167.65.255.156,78:bb:26:fe:25:0c
2428,서지현,남성,170.3,64.8,B형,19890404,010-0384-0701,kmu0mqaylde4,yahoo.com,불교,11.180.237.20,6b:35:0c:8c:b1:93
2431,김상서,여성,148.3,57.1,O형,19881113,010-1192-7415,wgf21q9zstey3,naver.com,불교,21.110.237.92,5b:8e:26:d8:bf:11
2438,문희상,남성,158.6,74.3,A형,19901120,010-4209-2877,obzvbubeufy9,daum.net,기독교,187.229.5.229,b1:71:87:61:12:c7
2441,이서지,여성,153.1,55.3,A형,19960305,010-8613-0881,o14pivsi9r,naver.com,기독교,168.252.108.208,67:8e:f5:6d:51:1f
2465,최준성,여성,159.5,60.4,B형,19591101,010-4836-5183,mhxhf42gp9m,gmail.com,기독교,95.17.111.69,5d:85:85:92:cd:0b
2470,이지용,여성,157.4,54.3,B형,19920521,010-5892-2226,jd5ofnje,gmail.com,무교,141.50.227.22,a0:05:9e:99:ca:4f
2472,송희택,남성,172.3,75.0,A형,19610617,010-0002-9794,vas6kemff4f,yahoo.com,무교,59.77.212.137,9e:3d:3a:a1:d1:af
2480,박성지,남성,169.4,63.8,B형,19690128,010-2536-2906,coptdnpsidp0m,daum.net,기독교,51.79.133.19,23:0d:62:f8:64:f7
2496,김우준,여성,143.5,49.5,A형,19700218,010-4857-4440,p198cjbjn,daum.net,기독교,203.49.199.246,41:86:0d:18:23:66
2509,박종우,여성,163.7,64.7,O형,19481030,010-8066-6682,voh753a9ylo6e,naver.com,무교,139.175.208.7,78:5c:89:db:bf:46
2512,문지용,여성,155.3,51.8,O형,19490505,010-7457-7022,wp0n14b0xje9w,yahoo.com,무교,211.108.154.63,b1:3c:c6:84:e3:c7
2514,양영성,여성,152.8,60.1,B형,19640907,010-8115-5720,xo3ndu9q4gro,gmail.com,불교,165.222.172.110,b4:1d:8d:fe:36:3f
2519,이지정,여성,162.4,58.5,A형,19950313,010-5763-8344,xf1z8u24,yahoo.com,기독교,138.35.238.55,43:89:c5:53:92:e9
2525,윤용훈,남성,173.9,69.4,A형,19560816,010-8720-9342,agbyt0dibqoqh,naver.com,불교,226.28.173.222,cc:b3:d4:6f:c9:06
2534,하성남,여성,162.5,49.7,A형,19960410,010-9259-7177,h94blpclduhg,naver.com,기독교,254.29.151.180,6d:e1:33:6a:0c:87
2560,소현서,여성,164.7,49.4,B형,19850322,010-6420-7510,bfzgbxach15,daum.net,기독교,181.234.22.190,de:eb:10:b0:e5:58
2561,신훈정,여성,159.2,49.6,AB형,19690411,010-7355-1516,tq2cptseb4451,gmail.com,무교,150.207.8.71,6f:0a:dd:5d:c7:27
2565,김지준,여성,159.0,54.0,A형,19500221,010-3442-6599,ha6hgqgi3zt,yahoo.com,천주교,133.44.241.117,4b:fa:3b:3e:62:72
2569,이훈정,남성,171.4,62.0,A형,19821031,010-2268-2254,iflkqhtg,yahoo.com,무교,227.137.1.75,ba:3d:41:5e:98:ca
2572,김훈협,남성,168.1,65.4,O형,19750409,010-5918-4430,el5aekvmnt,gmail.com,불교,46.134.34.166,65:f6:d2:7b:f3:eb
2577,정협은,남성,174.2,72.7,B형,19920812,010-4077-0902,rtzcueq0i9d,naver.com,불교,5.254.123.138,93:05:be:9c:93:1a
2578,남상택,남성,188.0,75.0,O형,19570911,010-2483-6527,xnetd6dj7cwig,naver.com,무교,2.10.181.94,b4:30:9e:9a:a5:c9
2643,배훈지,남성,170.1,59.7,B형,19640203,010-6857-0564,b0uj6lees,gmail.com,무교,40.52.15.14,90:89:9b:d9:28:6a
2654,강훈영,여성,157.2,52.9,O형,19930922,010-8011-2649,qflhyhxjj,daum.net,기독교,214.235.250.79,91:6e:45:c5:fc:f8
2662,이현진,남성,166.4,55.6,B형,19570621,010-5354-0744,buk5rj9m,gmail.com,천주교,249.214.222.193,93:19:0a:b4:15:5f
2676,이정훈,남성,180.8,67.1,AB형,19550127,010-7356-1053,mk2m59,gmail.com,무교,89.35.192.65,32:82:31:f3:70:c5
2683,이상정,여성,152.6,57.2,B형,19911129,010-3808-9358,tat30npeb,naver.com,불교,126.230.123.40,4e:a2:f1:c9:dc:5c
2706,김정영,여성,151.3,60.4,O형,19581027,010-8194-4994,t81pyvj5we,naver.com,무교,28.62.212.215,d4:c4:4d:49:fb:1e
2716,최용성,남성,158.8,67.1,A형,19790723,010-9556-8939,ztdjtkqia,naver.com,기독교,122.43.16.174,05:62:41:2c:2d:d9
2722,김석상,여성,163.3,53.6,AB형,19660822,010-0736-1037,ibv082dneo1,gmail.com,기독교,222.235.57.102,48:55:72:0c:3d:32
2726,장정택,남성,167.7,62.5,O형,19660717,010-6183-9579,x6ak6l,naver.com,무교,190.18.64.171,7b:57:6c:79:6a:43
2752,문협현,여성,156.6,51.7,B형,19671119,010-9516-9542,ghysnsdep,gmail.com,기독교,231.252.115.166,2d:0b:35:03:5a:a0
2759,김협상,남성,169.2,71.0,O형,19760503,010-8220-3241,ba6vnhc2u8r,naver.com,무교,227.147.101.59,f8:04:bd:72:33:3e
2766,최은협,여성,159.6,53.8,A형,19481125,010-2597-3162,smy6p1q57f,daum.net,무교,61.10.134.93,37:a9:d0:83:1a:1b
2781,곽현은,남성,173.1,63.1,A형,19610812,010-2865-1454,k8n43u,yahoo.com,무교,63.72.129.174,8d:e8:da:ea:45:fd
2785,강석정,여성,155.3,56.7,O형,19580613,010-2535-5367,o59hihc,gmail.com,기독교,106.159.15.114,2e:b3:da:d5:f1:ec
2796,최서남,남성,173.6,61.5,O형,19660108,010-6448-1532,h8ghl5f3,gmail.com,기독교,85.82.144.68,1c:1a:3f:2a:a0:14
2797,임영우,여성,157.3,56.8,A형,19820512,010-9384-8730,qy76gwuu,daum.net,무교,48.175.252.29,fb:b0:bf:19:78:59
2816,박종지,여성,158.6,51.1,O형,19810525,010-8353-9263,hc5cua3jkwn,gmail.com,기독교,201.253.191.151,62:d9:75:d8:cb:0b
2819,홍영종,여성,155.3,53.7,O형,19730829,010-5161-4129,o9g79bih,daum.net,천주교,50.73.188.221,c1:6f:f1:54:5c:a1
2834,한정협,여성,155.3,56.0,O형,19641111,010-1528-1824,ejexya9s2y,naver.com,무교,124.47.76.227,c1:df:0e:3e:07:ff
2838,유석용,여성,160.1,56.4,B형,19571104,010-4332-9858,jpo9my8rw8,naver.com,무교,51.50.194.149,19:2b:22:29:2e:04
2841,배서용,남성,168.2,68.5,AB형,19850430,010-3433-6987,ob4m3j,yahoo.com,무교,177.221.251.123,20:f8:8b:d1:a7:ba
2842,류은석,여성,159.8,63.9,O형,19620212,010-7144-1389,gego61d,yahoo.com,불교,218.201.133.164,d2:7d:46:3f:fb:25
2855,박상택,여성,152.4,50.6,AB형,19960916,010-7257-6044,ml77m9oxiks,yahoo.com,천주교,203.239.163.137,df:9b:be:7b:a5:e4
2865,서은정,여성,155.2,58.7,AB형,19500924,010-1851-5624,f949mf0mmfh,naver.com,기독교,137.107.174.42,4b:e6:3b:41:c8:e7
2866,김지정,여성,150.9,57.2,A형,19680805,010-8084-4060,z79ek41,yahoo.com,무교,233.17.53.119,9b:db:48:5d:e1:29
2870,천정준,여성,151.3,56.0,A형,19851211,010-0460-3759,tal3jhvgf7u,gmail.com,천주교,22.157.49.10,03:d1:17:22:6c:c9
2874,양지남,여성,155.8,54.1,B형,19511015,010-0611-1603,gvvqhxd,yahoo.com,무교,72.28.87.28,69:d5:b2:09:69:6f
2876,이은지,여성,160.2,51.0,A형,19631025,010-0870-3743,i8gnjl6k9331o,naver.com,무교,202.224.217.206,93:da:e9:73:f2:e8
2880,허덕택,남성,165.8,68.8,A형,19870520,010-6600-2880,isvyib,naver.com,기독교,80.193.56.209,1d:5d:c7:fe:86:78
2882,박준지,여성,158.0,56.5,B형,19850514,010-6686-5480,vgjnmv0onk06,naver.com,기독교,250.74.90.137,5e:c2:66:e8:28:a6
2885,김희훈,남성,173.9,65.6,A형,19920613,010-5964-0785,g9bwuaz5,naver.com,무교,6.108.108.90,35:8b:32:41:26:08
2889,강준훈,남성,169.3,62.4,AB형,19700903,010-2823-8167,jutj4zapj4,gmail.com,무교,235.119.80.127,73:8f:9e:73:0d:8e
2892,민현희,여성,160.2,58.6,A형,19541111,010-6092-3587,x9v1nrj7qi0,naver.com,불교,30.93.73.105,c5:33:4d:0d:95:77
2901,김정덕,남성,175.8,61.7,A형,19481230,010-5762-5424,iu57brn0zqlq,yahoo.com,불교,26.23.224.64,d0:98:8e:37:6e:78
2916,정서덕,남성,160.6,70.4,O형,19910501,010-0066-2310,rv6hxdef6ai,naver.com,불교,228.162.72.242,71:cf:35:a7:74:08
2927,김영준,남성,171.8,66.4,A형,19620329,010-3532-7865,m5lfxik7esvj,gmail.com,천주교,56.31.254.112,14:3d:7e:d8:85:e4
2929,김우훈,여성,160.6,54.7,A형,19830917,010-0972-6501,ump8wd,daum.net,무교,185.135.22.199,d0:0a:6b:a7:6c:87
2966,조진우,여성,148.1,58.0,B형,19460207,010-6783-3599,yax0u2j,yahoo.com,무교,140.29.213.213,da:f6:5d:43:fc:ba
2968,박준우,여성,154.8,51.2,B형,19670704,010-5780-4505,pumi9frzv,yahoo.com,무교,20.26.215.193,d1:d5:5e:64:d5:da
2977,이용협,여성,151.1,55.6,A형,19570405,010-9944-5687,o1evo0yx9vww,naver.com,무교,143.157.184.198,53:13:19:fa:76:0f
2990,이택훈,여성,159.6,60.5,O형,19731021,010-7984-5427,d6jnaj66,yahoo.com,무교,57.220.102.84,3b:f0:5f:c6:38:88
3010,장성용,여성,145.3,58.2,AB형,19781109,010-5150-2630,ghpktg3,gmail.com,기독교,223.232.144.232,8a:88:01:64:11:f5
3017,구준희,남성,167.0,62.7,A형,19920818,010-7198-9383,upyswpw1y,naver.com,기독교,210.184.103.24,c7:47:55:43:0a:ac
3020,김훈희,여성,157.4,57.2,AB형,19460702,010-2424-6748,k2f8wd,gmail.com,무교,113.209.73.136,2f:0f:45:8c:2f:8e
3042,최덕종,여성,157.4,57.4,A형,19750814,010-6398-9585,fk07s7en,gmail.com,불교,135.22.84.164,9c:04:97:b6:78:3e
3059,석훈지,여성,159.9,53.8,O형,19630826,010-9338-7854,jp0cxf8b,gmail.com,기독교,144.211.255.60,95:96:8b:53:cf:ec
3064,권남훈,여성,155.6,51.0,O형,19930503,010-8955-3969,i586r80,gmail.com,무교,112.78.175.50,3c:5b:bf:15:e1:61
3070,고남진,남성,172.9,65.2,AB형,19610223,010-6393-5267,bpcxuvz8,daum.net,무교,213.70.7.134,0b:3a:26:65:6b:b9
3081,조우종,여성,150.8,60.7,A형,19781102,010-1043-7149,tqtzlei5,yahoo.com,무교,194.16.228.235,e7:86:89:e5:15:2b
3107,김영종,여성,154.5,60.3,A형,19680102,010-1636-7481,k8hd4fyp,daum.net,불교,65.14.26.14,3e:92:b6:6e:04:fb
3108,박훈현,남성,172.3,77.4,B형,19520407,010-3888-9550,f80hjiq1kdb,yahoo.com,기독교,200.100.222.229,6f:99:73:56:d8:d5
3113,이영준,여성,161.1,56.5,AB형,19560803,010-4013-3718,cma9ad1f,daum.net,무교,185.219.28.148,cf:fb:e0:cd:4a:54
3115,조서현,남성,173.4,68.2,O형,19631113,010-8812-5398,wf0h8nekz1vuq,gmail.com,무교,143.210.180.128,4b:fa:74:b7:b6:66
3119,김준훈,여성,155.7,58.8,O형,19960425,010-3721-1810,j10b8uorzff8,daum.net,불교,199.247.32.164,e1:fc:3a:12:53:29
3121,배지은,여성,160.6,58.3,A형,19590912,010-5135-7970,kgbwz2bo,yahoo.com,기독교,82.46.110.238,6d:5d:41:3a:d1:8e
3127,권훈진,여성,164.6,55.7,A형,19720316,010-2548-7737,b2drndy83,gmail.com,무교,72.147.42.105,6c:60:c8:82:2c:4b
3142,황진서,남성,180.3,64.5,O형,19701218,010-8551-8239,dcvin7sieysc,yahoo.com,기독교,6.154.173.191,c6:c9:2a:50:0a:d3
3146,김종우,여성,158.7,47.5,A형,19510214,010-0305-8766,cfaa4vapc,yahoo.com,무교,194.236.231.168,d7:3a:4e:ba:e3:89
3151,장남용,여성,163.7,54.1,O형,19930801,010-1430-7283,q7too1aw0m0,gmail.com,불교,56.130.189.197,8c:f2:50:65:bd:84
3163,권현희,여성,161.6,58.0,A형,19490109,010-5282-2945,z3teqxi2w7nix,daum.net,불교,171.25.210.107,dc:7a:00:68:68:95
3166,이지은,남성,157.5,69.5,A형,19670217,010-8533-6014,d479f6oo,naver.com,기독교,127.115.26.42,c3:dc:d3:d9:5a:b4
3168,최은남,여성,155.6,54.5,AB형,19831011,010-6838-6838,a355oemxd,yahoo.com,불교,121.240.113.216,0a:0e:01:26:7c:47
3178,손우남,여성,165.6,51.8,A형,19901118,010-5647-6104,hs7z9si,yahoo.com,무교,119.28.164.14,b4:64:f1:09:7f:3a
3186,김남영,남성,173.3,67.0,B형,19660419,010-9529-1236,wpgoec,daum.net,무교,185.26.61.69,e8:9f:52:aa:ef:1d
3195,박희석,여성,154.7,56.1,O형,19660105,010-4353-3551,rbhcr1cfwk,daum.net,기독교,201.124.156.72,eb:98:9d:44:a0:e4
3198,박성현,남성,171.5,69.3,B형,19611105,010-0449-2397,tayx48,yahoo.com,무교,173.152.23.49,d0:11:d7:28:cc:2a
3209,김준지,여성,151.4,55.9,B형,19480410,010-9471-7760,zhwzj0oct82g,daum.net,불교,250.65.209.139,f4:be:4f:f8:34:81
3226,이협진,여성,163.2,54.2,A형,19710622,010-0756-6073,je2brp,yahoo.com,무교,199.177.57.149,df:03:84:6f:d4:89
3228,박희준,남성,170.2,68.9,B형,19530103,010-6989-2534,c1vc6n4cnn,naver.com,기독교,122.32.208.11,80:e6:c2:80:57:0a
3229,류영희,여성,157.8,61.0,B형,19470206,010-5439-8600,b0cp8756o5j,yahoo.com,무교,145.42.78.36,cb:f5:70:7a:cd:41
3236,윤성석,여성,162.5,56.1,B형,19700912,010-7498-9536,hltfpbrlq,naver.com,무교,111.146.10.90,89:04:5a:31:b7:77
3246,송준정,남성,163.0,65.1,AB형,19960428,010-3809-3264,mjmugd,gmail.com,무교,48.93.194.219,1d:e6:b7:42:41:bb
3258,이현지,여성,157.0,59.8,O형,19550718,010-2283-8492,rbeuf8z,naver.com,불교,31.192.114.113,81:91:f9:02:bd:90
3272,장현성,남성,178.7,69.6,O형,19550822,010-0784-8049,ia0p7u,daum.net,무교,227.75.239.75,51:4a:16:24:a0:0c
3289,김상서,여성,149.7,53.7,A형,19661121,010-8236-9630,q171b2gc9zc,daum.net,무교,133.186.140.64,82:ec:28:9a:dd:8e
3300,김훈협,여성,157.6,50.8,A형,19630114,010-0697-2320,k0p2d8k2hla,gmail.com,기독교,195.53.20.211,2c:27:2a:38:57:cf
3303,전영준,여성,139.9,53.1,A형,19510828,010-6756-3454,ualvyo34,naver.com,천주교,160.55.225.228,4f:5c:ab:4c:7d:37
3305,황보지,여성,154.8,56.0,A형,19860727,010-2179-5175,eyzy3400fq9r,naver.com,무교,250.31.62.221,cb:7f:91:39:f4:88
3313,김진우,남성,172.4,61.7,A형,19910328,010-8685-8003,sa5d9qwma,yahoo.com,무교,238.63.159.246,7e:56:57:6b:79:24
3336,황서협,여성,152.9,59.3,B형,19810327,010-2463-8940,jigzwg6,gmail.com,무교,138.129.46.142,3e:28:02:a4:e0:0f
3356,김은현,여성,154.3,46.8,O형,19780309,010-1053-3603,qaim7bdhekiq,daum.net,기독교,162.136.156.228,95:34:e6:da:80:27
3372,이영서,여성,152.0,56.6,O형,19791007,010-9924-6243,pgrw725u8,daum.net,무교,250.88.236.117,84:f9:61:ea:29:a4
3377,박훈종,남성,168.6,71.7,AB형,19860715,010-3277-0386,saq1luz00,daum.net,불교,200.63.43.149,2d:05:2b:53:cd:1d
3378,권준남,남성,168.8,64.2,AB형,19520107,010-1271-5751,j9p6o1zw0,gmail.com,불교,19.211.251.19,07:70:5b:74:c3:8c
3382,김서덕,남성,169.0,65.4,A형,19911205,010-6843-1679,c2qek7f02pvz,daum.net,불교,172.246.93.71,a4:b9:0d:f0:b5:48
3393,채훈남,남성,168.0,59.4,AB형,19811216,010-5603-1019,epw0ytgj,naver.com,무교,128.46.51.63,8e:c9:66:d5:60:96
3413,최종준,남성,162.0,61.9,O형,19870719,010-9239-7047,fy40ba6s,yahoo.com,불교,125.194.82.244,df:40:58:62:98:bd
3416,곽용우,여성,157.0,49.5,A형,19600629,010-9911-1781,z8yzvz,naver.com,기독교,79.243.39.54,41:9e:6c:5a:a3:e9
3432,조석덕,여성,155.3,62.9,AB형,19540309,010-8752-5904,k86vxssuz2,naver.com,무교,127.62.48.136,c5:f0:2a:12:9f:3d
3433,정석희,남성,171.1,62.9,O형,19690110,010-1823-3171,lyugjk6so7wzi,gmail.com,무교,120.128.238.162,38:45:af:e0:35:68
3436,홍종훈,남성,172.3,70.3,A형,19850330,010-6394-7813,rjfbkltu,gmail.com,무교,130.86.51.93,95:c2:e8:0f:c2:58
3437,이서성,여성,147.7,51.3,AB형,19951028,010-9560-2672,xi9uokwj,naver.com,불교,4.30.186.104,59:c7:34:2f:dd:12
3438,진성남,여성,158.8,53.7,A형,19830516,010-9597-4351,di4t7h4xf8,daum.net,무교,217.40.39.238,05:fd:50:c6:87:ec
3454,김지현,여성,157.3,54.6,B형,19511028,010-8019-9874,ukfzi6x,yahoo.com,무교,96.120.239.202,24:cb:b1:05:08:e8
3478,정지우,여성,151.5,56.3,B형,19770418,010-8317-1762,s65h54940d,naver.com,무교,85.235.82.198,dc:bb:0a:c4:8e:1c
3493,김남은,여성,160.7,55.0,O형,19640908,010-4251-4963,ow0uk58,gmail.com,기독교,117.82.123.54,08:be:74:c6:20:61
3499,강훈덕,남성,170.1,69.0,AB형,19910110,010-0030-7182,shtpk62bp,gmail.com,기독교,239.212.164.16,9c:e6:a3:1c:5e:8d
3504,이종서,여성,150.6,48.5,O형,19790701,010-2340-8032,eo7wn9m7h3bk,naver.com,불교,39.228.238.194,c1:f8:9d:e9:ac:90
