['6890', '이**', '여성', '[150.0, 160.0[', '[40.3, 50.0[', 'A형', '1946****', '*************', '*************', 'gmail.com', '무교', '그리스도대학교', '법학', '3.27']
['83808', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'AB형', '1946****', '*************', '*************', 'daum.net', '기독교', '홍익대학교', '인문', '3.72']
=> ['30456', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'B형', '1949****', '*************', '*************', 'daum.net', '기독교', '우리은행', '1184-539-699426', '3']: 9.5417
=> ['98519', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1966****', '*************', '*************', 'gmail.com', '무교', '하나은행', '000-378855-68547', '4']: 9.5417

['95398', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1946****', '*************', '*************', 'daum.net', '기독교', '서울여자대학교', '의학', '2.89']
=> ['10870', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1986****', '*************', '*************', 'daum.net', '기독교', '외환은행', '574-522872-224', '9']: 9.875

['28537', '박**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'B형', '1946****', '*************', '*************', 'gmail.com', '불교', '동덕여자대학교', '예체능', '1.53']
=> ['78169', '박**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'B형', '1947****', '*************', '*************', 'gmail.com', '불교', '수협중앙회', '7369-3592-0182', '2']: 9.875

['72006', '박**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'B형', '1946****', '*************', '*************', 'yahoo.com', '무교', 'KAIST', '인문', '3.43']
=> ['56831', '박**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'B형', '1949****', '*************', '*************', 'yahoo.com', '무교', '스탠다드(제일)', '603-56-698472', '2']: 9.875

['98571', '박**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1946****', '*************', '*************', 'yahoo.com', '무교', '서울대학교', '의학', '0.79']
=> ['76845', '박**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1949****', '*************', '*************', 'yahoo.com', '무교', '우리은행', '6816-773-236566', '1']: 9.875

['9442', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1946****', '*************', '*************', 'naver.com', '무교', '숙명여자대학교', '사회', '0.21']
=> ['51123', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1966****', '*************', '*************', 'naver.com', '무교', '한국씨티은행', '156-649921-737', '5']: 9.875

['17092', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1946****', '*************', '*************', 'daum.net', '무교', '숭실대학교', '의학', '4.11']
=> ['48055', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'B형', '1978****', '*************', '*************', 'daum.net', '무교', '수협중앙회', '4887-6817-7282', '8']: 9.75
=> ['50446', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1959****', '*************', '*************', 'daum.net', '무교', '수협중앙회', '6971-9593-8400', '9']: 9.75
=> ['84127', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1988****', '*************', '*************', 'daum.net', '무교', '신한은행', '244-284-988470', '2']: 9.75
=> ['47773', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1980****', '*************', '*************', 'daum.net', '불교', '하나은행', '005-137454-75459', '3']: 9.75
=> ['24319', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1983****', '*************', '*************', 'gmail.com', '무교', '새마을금고', '7-79034916576-2', '8']: 9.75

['48113', '이**', '남성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1946****', '*************', '*************', 'naver.com', '불교', '서강대학교', '예체능', '2.71']
=> ['45639', '박**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'AB형', '1988****', '*************', '*************', 'gmail.com', '무교', '기업은행', '590-319513-36-314', '5']: 9.4167
=> ['9519', '김**', '남성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1965****', '*************', '*************', 'naver.com', '불교', '한국씨티은행', '148-837596-965', '6']: 9.4167

['67500', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'AB형', '1946****', '*************', '*************', 'yahoo.com', '무교', '명지대학교', '법학', '1.28']
=> ['8245', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1976****', '*************', '*************', 'daum.net', '무교', '외환은행', '638-449724-495', '1']: 9.5417
=> ['59961', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'AB형', '1976****', '*************', '*************', 'yahoo.com', '무교', '새마을금고', '4-39935339002-2', '2']: 9.5417

['11025', '조**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1946****', '*************', '*************', 'gmail.com', '불교', '세종대학교', '자연', '0.16']
=> ['23264', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1946****', '*************', '*************', 'gmail.com', '불교', '외환은행', '436-545142-711', '9']: 9.6667

['64838', '조**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1946****', '*************', '*************', 'yahoo.com', '무교', '홍익대학교', '법학', '1.47']
=> ['37642', '조**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1971****', '*************', '*************', 'yahoo.com', '무교', '새마을금고', '4-44231453985-3', '3']: 9.75

['92541', '조**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1946****', '*************', '*************', 'naver.com', '기독교', '한국외국어대학교', '의학', '2.74']
=> ['4957', '최**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1947****', '*************', '*************', 'naver.com', '기독교', '신한은행', '143-254-659455', '4']: 9.5417
=> ['4791', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1976****', '*************', '*************', 'yahoo.com', '불교', '한국씨티은행', '723-247958-225', '7']: 9.5417
=> ['80137', '조**', '남성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1948****', '*************', '*************', 'gmail.com', '무교', '새마을금고', '5-46700013983-7', '7']: 9.5417
=> ['26606', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1948****', '*************', '*************', 'daum.net', '불교', '새마을금고', '8-73396338124-9', '1']: 9.5417

['8765', '최**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1946****', '*************', '*************', 'naver.com', '무교', '상명대학교', '자연', '1.56']
=> ['59400', '최**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1988****', '*************', '*************', 'naver.com', '무교', '우리은행', '5255-460-055772', '7']: 9.75

['13978', '최**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1946****', '*************', '*************', 'daum.net', '불교', '광운대학교', '공학', '1.87']
=> ['47986', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1976****', '*************', '*************', 'yahoo.com', '무교', '기업은행', '122-399681-82-785', '5']: 9.5417
=> ['78607', '최**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1947****', '*************', '*************', 'daum.net', '불교', '스탠다드(제일)', '530-50-263118', '6']: 9.5417
=> ['19948', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1948****', '*************', '*************', 'gmail.com', '무교', '하나은행', '783-748262-67692', '5']: 9.5417

['93725', '최**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1946****', '*************', '*************', 'gmail.com', '무교', '한국외국어대학교', '자연', '1.47']
=> ['28779', '최**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1980****', '*************', '*************', 'gmail.com', '무교', '스탠다드(제일)', '986-53-827721', '5']: 9.75

['50208', '김**', '여성', '[140.6, 150.0[', '[50.0, 60.0[', 'AB형', '1947****', '*************', '*************', 'daum.net', '기독교', '추계예술대학교', '교육', '2.51']
=> ['61147', '이**', '여성', '[140.0, 150.0[', '[50.0, 60.0[', 'B형', '1978****', '*************', '*************', 'gmail.com', '불교', '기업은행', '370-232627-91-355', '3']: 9.4167
=> ['18586', '김**', '여성', '[140.0, 150.0[', '[50.0, 60.0[', 'B형', '1970****', '*************', '*************', 'daum.net', '기독교', '신한은행', '921-959-382452', '9']: 9.4167

['51337', '김**', '여성', '[140.6, 150.0[', '[50.0, 60.0[', 'A형', '1947****', '*************', '*************', 'gmail.com', '기독교', '서경대학교', '교육', '1.38']
=> ['12935', '김**', '여성', '[140.0, 150.0[', '[50.0, 60.0[', 'A형', '1969****', '*************', '*************', 'gmail.com', '기독교', '스탠다드(제일)', '266-64-757507', '1']: 9.75

['62193', '김**', '여성', '[140.6, 150.0[', '[50.0, 60.0[', 'A형', '1947****', '*************', '*************', 'naver.com', '천주교', '추계예술대학교', '법학', '0.68']
=> ['86120', '이**', '여성', '[140.0, 150.0[', '[50.0, 60.0[', 'A형', '1984****', '*************', '*************', 'naver.com', '천주교', '하나은행', '811-015662-03362', '2']: 9.4167

['86519', '김**', '여성', '[140.6, 150.0[', '[50.0, 60.0[', 'B형', '1947****', '*************', '*************', 'naver.com', '무교', '동덕여자대학교', '교육', '3.09']
=> ['58999', '김**', '여성', '[140.0, 150.0[', '[50.0, 60.0[', 'B형', '1961****', '*************', '*************', 'naver.com', '무교', '국민은행', '035979-67-511569', '8']: 9.75

['7246', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1947****', '*************', '*************', 'yahoo.com', '기독교', '성공회대학교', '교육', '0.09']
=> ['7246', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1947****', '*************', '*************', 'yahoo.com', '기독교', '국민은행', '063575-60-470127', '6']: 10.0

['31992', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1947****', '*************', '*************', 'gmail.com', '불교', '육군사관학교', '교육', '2.42']
=> ['96896', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1949****', '*************', '*************', 'gmail.com', '불교', '국민은행', '788581-65-785515', '3']: 9.875

['39589', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1947****', '*************', '*************', 'gmail.com', '무교', '성공회대학교', '인문', '3.89']
=> ['39589', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1947****', '*************', '*************', 'gmail.com', '무교', '하나은행', '999-458083-92669', '1']: 10.0
=> ['62239', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1947****', '*************', '*************', 'naver.com', '불교', 'NH농협', '045-6838-618-64', '7']: 10.0

['87144', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1947****', '*************', '*************', 'naver.com', '무교', '서강대학교', '인문', '1.68']
=> ['26461', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1977****', '*************', '*************', 'naver.com', '무교', '스탠다드(제일)', '568-24-531638', '7']: 9.875
=> ['70354', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1967****', '*************', '*************', 'daum.net', '천주교', '새마을금고', '0-65379472096-3', '1']: 9.875
=> ['23947', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1967****', '*************', '*************', 'naver.com', '무교', '수협중앙회', '4655-1217-2469', '7']: 9.875
=> ['10656', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1977****', '*************', '*************', 'gmail.com', '무교', '국민은행', '819814-46-453548', '3']: 9.875

['19710', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1947****', '*************', '*************', 'daum.net', '불교', '명지대학교', '예체능', '1.42']
=> ['31924', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1952****', '*************', '*************', 'daum.net', '불교', '하나은행', '406-972982-94401', '6']: 9.75
=> ['56007', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1985****', '*************', '*************', 'yahoo.com', '무교', '국민은행', '787155-94-339996', '3']: 9.75

['46523', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1947****', '*************', '*************', 'naver.com', '불교', '그리스도대학교', '교육', '0.28']
=> ['17012', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1994****', '*************', '*************', 'naver.com', '불교', '국민은행', '565557-85-511373', '2']: 9.75
=> ['55881', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1969****', '*************', '*************', 'naver.com', '기독교', '외환은행', '558-958371-641', '8']: 9.75
=> ['75357', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1952****', '*************', '*************', 'naver.com', '불교', '국민은행', '514834-62-245341', '2']: 9.75
=> ['774', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1994****', '*************', '*************', 'yahoo.com', '기독교', '기업은행', '554-590389-50-111', '5']: 9.75

['48037', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1947****', '*************', '*************', 'yahoo.com', '무교', '이화여자대학', '의학', '0.66']
=> ['61229', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1987****', '*************', '*************', 'yahoo.com', '무교', 'NH농협', '780-2204-233-14', '9']: 9.875

['81727', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1947****', '*************', '*************', 'gmail.com', '기독교', '추계예술대학교', '법학', '2.54']
=> ['71139', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1987****', '*************', '*************', 'gmail.com', '기독교', '국민은행', '663680-55-426594', '8']: 9.875

['1185', '신**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1947****', '*************', '*************', 'daum.net', '무교', '상명대학교', '법학', '0.6']
=> ['2079', '신**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1958****', '*************', '*************', 'daum.net', '무교', '수협중앙회', '0648-3537-6012', '9']: 9.75

['74841', '신**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1947****', '*************', '*************', 'daum.net', '불교', '한성대학교', '법학', '4.4']
=> ['16085', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1962****', '*************', '*************', 'yahoo.com', '무교', '국민은행', '365111-07-690937', '2']: 9.4167
=> ['22819', '신**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1977****', '*************', '*************', 'naver.com', '천주교', '기업은행', '027-264776-27-099', '8']: 9.4167
=> ['4194', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1979****', '*************', '*************', 'daum.net', '무교', '스탠다드(제일)', '261-93-266833', '1']: 9.4167
=> ['27413', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'AB형', '1970****', '*************', '*************', 'naver.com', '천주교', 'NH농협', '900-8603-050-70', '2']: 9.4167
=> ['6837', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1981****', '*************', '*************', 'yahoo.com', '무교', '기업은행', '983-718726-87-124', '6']: 9.4167
=> ['12096', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1955****', '*************', '*************', 'daum.net', '기독교', 'NH농협', '290-3962-393-13', '4']: 9.4167
=> ['36452', '정**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1994****', '*************', '*************', 'naver.com', '불교', '우리은행', '9790-019-242620', '7']: 9.4167
=> ['19108', '임**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1982****', '*************', '*************', 'daum.net', '무교', '스탠다드(제일)', '335-46-158888', '8']: 9.4167
=> ['24439', '김**', '여성', '[140.0, 150.0[', '[50.0, 60.0[', 'O형', '1990****', '*************', '*************', 'yahoo.com', '무교', '하나은행', '955-310027-42252', '5']: 9.4167
